"id","Season","GP","Mins","G","A","Shots","SOG","FC","OFF","Y","R"
327467,"2018/2019",6,81,0,0,0,0,2,1,0,0
327467,"2015/2016",1,97,1,0,4,1,3,0,0,0
327531,"2018/2019",21,1721,13,5,60,27,19,13,4,0
327531,"2017/2018",32,2743,19,9,109,50,32,26,4,2
327531,"2016/2017",29,2408,10,4,89,38,57,27,10,3
327531,"2015/2016",40,3735,12,6,128,38,63,30,5,1
327543,"2018/2019",24,1923,7,4,35,18,17,22,3,0
327543,"2017/2018",33,2105,6,4,41,19,27,20,4,0
327543,"2016/2017",39,3318,14,3,73,32,30,24,3,0
327543,"2015/2016",32,1436,3,5,45,18,22,11,4,0
327700,"2018/2019",22,1994,1,0,12,3,18,0,6,1
327700,"2016/2017",7,428,1,1,10,5,5,0,2,0
327700,"2015/2016",4,223,1,0,2,1,2,0,1,0
327720,"2018/2019",11,714,0,1,15,3,20,0,2,0
327720,"2017/2018",28,2439,6,4,65,24,46,5,9,1
327720,"2016/2017",21,1527,8,7,36,20,33,2,4,1
327720,"2015/2016",12,557,3,0,24,11,21,1,1,0
327882,"2018/2019",7,673,0,1,1,0,17,0,2,0
327882,"2017/2018",16,1402,1,0,8,4,22,3,4,1
327882,"2016/2017",4,255,0,0,0,0,3,0,0,0
327882,"2015/2016",2,224,0,0,0,0,3,0,1,0
327921,"2018/2019",15,1261,6,0,22,10,22,0,4,0
327921,"2017/2018",34,3142,2,0,29,9,66,1,11,0
327921,"2016/2017",28,2614,2,0,17,5,33,0,8,0
327922,"2016/2017",2,195,0,0,0,0,0,0,0,0
328055,"2018/2019",21,1489,3,1,41,18,26,7,3,0
328055,"2017/2018",29,2104,6,1,52,27,34,13,4,0
328055,"2016/2017",18,657,7,0,33,15,28,4,1,0
328055,"2015/2016",9,535,0,0,9,4,9,0,1,0
328107,"2018/2019",21,1633,5,3,27,12,20,14,1,0
328107,"2017/2018",34,2817,6,6,56,27,57,37,5,0
328107,"2016/2017",31,2315,12,5,55,28,43,20,4,0
328107,"2015/2016",30,2735,7,8,76,22,55,20,4,0
328299,"2018/2019",13,422,0,0,2,0,9,1,1,0
328299,"2016/2017",4,123,1,0,1,1,3,1,0,0
328341,"2018/2019",17,934,1,0,15,5,7,2,0,0
328341,"2016/2017",2,194,2,0,6,2,2,3,1,0
328383,"2018/2019",3,289,0,0,0,0,0,0,0,0
328383,"2017/2018",20,1889,0,0,0,0,0,0,0,0
328383,"2016/2017",11,1096,0,0,0,0,2,0,2,0
328383,"2015/2016",23,2235,0,0,0,0,2,0,2,0
328401,"2017/2018",4,259,0,1,2,0,3,1,2,0
328401,"2016/2017",1,71,1,1,2,1,2,0,0,0
328532,"2018/2019",2,177,0,0,2,0,6,0,0,0
328983,"2018/2019",2,119,0,0,2,1,2,2,1,0
328983,"2017/2018",2,64,0,0,1,0,2,0,0,0
328983,"2016/2017",11,294,1,0,7,1,8,0,0,0
328983,"2015/2016",2,36,0,0,4,3,1,0,1,0
329180,"2018/2019",13,1233,0,0,11,4,20,1,2,0
329180,"2017/2018",30,2668,2,1,14,8,45,1,10,1
329180,"2016/2017",28,2124,2,3,12,6,52,1,11,0
329180,"2015/2016",11,631,0,1,4,1,17,0,3,0
329201,"2018/2019",6,520,0,1,4,1,10,1,0,0
329201,"2017/2018",29,2697,1,2,18,6,30,3,5,0
329201,"2016/2017",7,335,0,0,0,0,3,1,1,0
329224,"2018/2019",19,1611,3,0,9,4,9,0,4,0
329224,"2017/2018",21,1694,0,1,6,2,16,1,2,0
329224,"2016/2017",3,184,0,0,1,1,4,0,1,0
329224,"2015/2016",7,291,0,0,3,1,7,0,1,0
329233,"2018/2019",12,947,1,1,9,2,20,0,2,0
329233,"2017/2018",30,2613,0,3,28,5,38,3,8,0
329233,"2016/2017",24,1627,1,1,15,5,20,0,5,0
329233,"2015/2016",16,1322,0,0,19,5,20,3,4,0
329367,"2018/2019",8,295,0,0,1,0,3,1,0,0
329367,"2017/2018",11,467,0,0,1,0,7,2,1,0
329416,"2018/2019",19,1751,0,1,10,1,12,0,2,0
329416,"2017/2018",28,2694,1,0,32,10,27,0,6,0
329416,"2016/2017",26,2124,0,0,18,0,32,0,5,0
329654,"2018/2019",9,370,2,1,10,5,6,0,0,0
329654,"2017/2018",28,1932,3,2,31,16,32,7,3,0
329654,"2016/2017",19,1000,4,0,14,7,20,4,3,0
329654,"2015/2016",2,51,0,0,3,1,0,0,0,0
329724,"2018/2019",19,1077,2,3,15,5,17,2,4,0
329724,"2017/2018",33,2651,4,9,41,15,30,5,1,0
329724,"2016/2017",32,1948,4,4,27,13,31,2,3,0
329777,"2018/2019",7,666,0,0,4,0,4,1,0,0
329777,"2017/2018",13,1105,1,1,8,2,16,0,3,2
329777,"2016/2017",11,1002,0,0,9,1,13,0,4,1
329804,"2018/2019",3,143,0,0,3,0,1,1,0,0
329804,"2017/2018",16,845,0,1,17,2,10,2,2,0
329804,"2016/2017",19,846,3,1,24,9,14,1,0,0
329804,"2015/2016",27,2284,12,3,73,23,14,4,0,0
329824,"2017/2018",18,1614,2,0,10,3,13,0,2,0
329824,"2016/2017",15,1043,0,2,3,2,7,0,0,0
329955,"2018/2019",18,1630,0,0,7,3,24,0,4,1
329955,"2017/2018",28,2668,1,0,12,6,40,1,4,1
329955,"2016/2017",9,742,1,0,5,3,4,0,1,0
329955,"2015/2016",13,1200,0,0,6,3,13,0,2,1
330044,"2018/2019",20,1746,6,1,40,17,27,1,5,0
330044,"2017/2018",32,2660,5,5,68,30,35,7,7,0
330044,"2016/2017",37,3267,13,1,92,37,52,9,9,0
330044,"2015/2016",31,2292,11,5,67,34,21,8,5,0
330112,"2018/2019",21,1405,1,2,31,11,40,5,5,0
330112,"2017/2018",29,2030,4,1,32,11,48,8,10,1
330112,"2016/2017",11,745,1,3,11,4,18,4,3,0
330147,"2018/2019",20,1788,0,3,2,0,40,1,5,1
330147,"2017/2018",2,23,0,0,0,0,4,0,0,0
330345,"2018/2019",9,349,0,0,4,1,3,0,0,0
330345,"2017/2018",16,1001,0,1,11,6,5,0,0,0
330351,"2018/2019",17,1295,5,4,41,19,36,7,3,0
330351,"2017/2018",26,1283,4,3,25,9,28,6,5,0
330351,"2016/2017",21,1256,1,2,23,9,18,3,2,0
330351,"2015/2016",25,1226,1,1,26,7,26,5,3,0
330526,"2018/2019",9,799,0,0,1,0,12,0,4,0
330526,"2017/2018",2,80,0,0,0,0,5,0,1,1
330526,"2016/2017",20,1739,0,2,9,1,26,3,5,0
330526,"2015/2016",2,192,0,0,0,0,2,0,0,0
330647,"2018/2019",1,16,0,0,0,0,0,0,0,0
330729,"2018/2019",16,1536,0,2,6,0,41,0,1,0
330729,"2017/2018",25,2274,0,0,12,5,56,5,10,1
330729,"2016/2017",31,2739,0,1,11,4,58,0,13,2
330729,"2015/2016",11,1074,0,1,1,0,26,1,5,0
330788,"2018/2019",23,2149,2,0,12,2,21,0,2,0
330788,"2017/2018",33,3269,1,0,12,3,52,0,7,0
330788,"2016/2017",33,2903,1,0,13,3,33,0,6,0
330788,"2015/2016",8,605,0,1,3,0,13,0,0,0
330945,"2018/2019",6,481,0,0,3,0,10,0,1,0
331028,"2018/2019",15,1364,7,1,38,18,9,7,2,0
331028,"2017/2018",20,1624,7,2,36,18,16,17,3,0
331028,"2016/2017",33,3094,12,5,65,25,31,13,5,0
331028,"2015/2016",17,1373,5,0,27,11,15,4,2,0
331090,"2018/2019",10,950,0,0,2,1,8,0,1,0
331090,"2017/2018",1,31,0,0,0,0,0,0,0,0
331090,"2016/2017",4,382,0,0,0,0,1,0,0,0
331368,"2018/2019",5,363,0,0,1,1,8,0,2,0
331393,"2018/2019",10,806,5,0,25,8,27,11,1,0
331393,"2017/2018",14,744,5,1,20,10,21,7,1,0
331393,"2016/2017",7,482,2,1,13,6,17,2,2,0
331393,"2015/2016",2,153,0,0,6,4,1,1,0,0
331417,"2018/2019",5,84,0,0,0,0,1,0,0,0
331417,"2017/2018",14,633,2,3,8,4,10,1,2,0
331417,"2016/2017",12,857,1,3,6,3,20,2,2,0
331417,"2015/2016",1,91,0,0,0,0,3,0,1,0
331438,"2018/2019",13,1261,0,0,0,0,3,0,2,0
331438,"2017/2018",1,103,0,0,0,0,0,0,0,0
331438,"2016/2017",1,95,0,0,0,0,1,0,1,0
331457,"2018/2019",3,237,0,0,0,0,7,0,0,0
331457,"2017/2018",18,1528,0,1,8,1,35,1,6,1
331457,"2015/2016",1,94,0,0,1,0,3,0,0,0
331550,"2018/2019",16,438,0,1,13,5,14,0,2,0
331550,"2017/2018",21,1886,0,5,42,13,52,1,4,1
331550,"2016/2017",9,824,1,1,23,7,20,0,2,0
331550,"2015/2016",1,92,0,0,1,1,2,0,0,0
331827,"2018/2019",18,1189,0,2,26,9,18,0,1,1
331827,"2017/2018",33,2897,3,3,50,16,12,3,3,0
331827,"2016/2017",26,1709,4,2,43,18,23,2,3,0
331827,"2015/2016",28,2119,4,2,76,29,21,8,1,0
331831,"2018/2019",10,956,2,0,3,2,25,4,5,0
331831,"2017/2018",15,1376,1,0,6,1,27,2,3,0
331831,"2016/2017",27,2340,1,0,9,2,52,1,7,0
331831,"2015/2016",9,865,0,0,1,0,17,3,4,0
331836,"2018/2019",25,2435,3,0,12,5,33,1,7,0
331836,"2017/2018",22,1716,0,0,4,0,34,0,6,3
332082,"2018/2019",14,764,2,1,13,6,14,2,2,0
332082,"2016/2017",7,101,0,0,2,1,2,0,1,0
332082,"2015/2016",8,286,0,1,5,3,9,2,1,1
332217,"2018/2019",14,1256,0,3,2,0,15,1,0,1
332217,"2017/2018",1,94,0,0,0,0,2,0,1,0
332598,"2018/2019",20,1925,1,2,14,7,30,1,5,0
332598,"2017/2018",23,1886,1,0,9,2,36,0,8,1
332598,"2016/2017",25,1853,0,1,6,0,26,0,7,1
332598,"2015/2016",3,219,0,0,1,0,3,0,0,0
332688,"2018/2019",8,259,2,0,5,3,5,4,0,0
332688,"2017/2018",32,1542,9,2,32,18,37,14,3,0
332688,"2016/2017",35,3118,21,5,111,57,66,60,8,0
332688,"2015/2016",9,214,0,1,7,0,8,6,2,1
332791,"2018/2019",2,99,0,0,2,0,1,0,0,0
332844,"2018/2019",4,146,0,0,1,0,4,0,0,0
332844,"2017/2018",8,528,0,0,3,1,15,2,0,0
333172,"2018/2019",3,209,0,0,6,1,5,0,1,0
333374,"2018/2019",22,1921,1,0,1,1,21,0,1,0
333374,"2017/2018",10,770,1,0,4,1,13,0,1,0
333374,"2016/2017",7,500,0,0,2,0,7,0,1,0
333374,"2015/2016",2,189,0,0,1,1,3,0,1,0
333382,"2018/2019",4,318,2,1,10,5,7,4,1,0
333382,"2017/2018",3,124,0,0,3,1,1,1,0,0
333382,"2016/2017",1,90,0,0,2,0,1,0,0,0
333409,"2018/2019",7,272,0,0,2,0,7,0,2,0
333409,"2017/2018",16,738,0,1,10,3,24,0,3,0
333409,"2016/2017",21,1086,1,0,13,5,25,0,4,0
333409,"2015/2016",5,157,0,0,2,0,6,1,1,0
333825,"2018/2019",15,1385,0,0,3,1,25,0,4,1
333825,"2017/2018",15,790,0,0,0,0,17,0,4,0
333825,"2016/2017",1,11,0,0,0,0,0,0,0,0
333826,"2018/2019",8,531,0,1,12,5,7,1,0,0
333826,"2017/2018",26,1429,1,2,19,4,27,1,3,0
333826,"2016/2017",2,86,1,0,5,2,0,0,0,0
333892,"2017/2018",13,935,1,0,19,9,7,1,1,1
333892,"2015/2016",7,229,0,0,6,1,2,0,0,0
333993,"2016/2017",4,306,0,0,0,0,0,0,0,0
334071,"2018/2019",11,1058,0,0,0,0,0,0,0,0
334071,"2017/2018",19,1810,1,0,1,1,1,0,2,0
334071,"2016/2017",1,96,0,0,0,0,0,0,0,0
334280,"2016/2017",15,1051,5,3,30,14,7,9,1,0
334286,"2018/2019",4,134,1,0,3,1,3,0,0,0
334286,"2017/2018",16,331,0,0,4,1,4,1,0,0
334286,"2016/2017",12,527,1,0,6,2,9,2,1,0
334289,"2018/2019",14,1259,0,2,13,2,32,0,4,1
334289,"2017/2018",28,2312,0,0,22,5,41,1,9,0
334289,"2016/2017",1,1,0,0,0,0,0,0,0,0
334388,"2018/2019",23,1822,1,1,30,6,37,11,8,0
334388,"2017/2018",26,2182,7,2,58,21,44,26,4,0
334388,"2016/2017",3,152,0,0,7,0,0,2,0,0
334460,"2018/2019",13,737,2,1,16,6,7,7,0,0
334460,"2017/2018",1,48,0,0,3,1,1,2,0,0
334472,"2018/2019",5,168,0,0,1,0,2,2,0,0
334472,"2017/2018",19,1629,0,2,34,10,18,7,2,0
334472,"2016/2017",29,2268,5,1,34,16,19,5,2,0
334472,"2015/2016",12,574,0,0,8,4,4,6,0,0
334524,"2017/2018",22,1600,0,0,22,5,17,0,4,0
334524,"2016/2017",2,46,0,0,0,0,1,1,0,0
334524,"2015/2016",7,575,0,0,5,0,6,0,2,0
334526,"2018/2019",12,964,0,2,15,7,15,0,2,0
334526,"2017/2018",27,1980,2,2,23,7,19,0,6,0
334526,"2016/2017",6,120,0,0,2,0,1,0,0,0
334530,"2018/2019",7,136,1,0,4,4,6,0,1,0
334533,"2018/2019",18,1053,1,1,24,8,16,6,4,0
334533,"2017/2018",28,1841,9,3,46,26,35,11,7,1
334533,"2016/2017",14,569,2,1,16,2,17,3,4,0
334533,"2015/2016",5,473,4,2,26,13,10,1,2,0
334539,"2018/2019",9,714,0,0,7,3,7,0,2,0
334539,"2017/2018",17,1066,1,0,14,4,19,0,2,0
334539,"2016/2017",25,1957,0,1,17,2,32,0,4,0
334699,"2018/2019",3,86,0,0,0,0,0,0,0,0
334699,"2017/2018",14,969,1,0,5,1,12,0,3,0
334699,"2016/2017",7,468,0,0,0,0,5,0,1,0
334699,"2015/2016",1,96,0,0,0,0,0,0,0,0
334703,"2018/2019",19,1349,1,3,2,1,13,0,2,0
334703,"2017/2018",12,886,0,1,2,0,19,1,2,0
334704,"2018/2019",9,800,0,0,5,2,11,0,3,0
334704,"2017/2018",38,3426,3,1,34,10,21,5,3,0
334731,"2018/2019",14,585,1,0,12,4,8,1,0,0
334731,"2017/2018",18,727,2,0,17,6,17,3,0,0
334832,"2018/2019",12,929,0,1,3,0,15,0,1,0
334832,"2017/2018",30,2258,1,0,17,3,51,0,3,2
334832,"2016/2017",18,1310,0,2,8,0,38,0,8,0
334832,"2015/2016",13,1016,1,0,14,4,20,1,3,0
334850,"2017/2018",17,1514,0,0,2,1,15,4,1,1
334850,"2016/2017",2,169,0,0,0,0,1,0,0,0
334852,"2018/2019",16,1171,1,1,5,1,10,1,3,0
334852,"2017/2018",34,2925,2,1,7,2,27,2,5,0
334852,"2016/2017",9,724,0,0,1,0,12,0,1,0
334852,"2015/2016",4,192,0,0,0,0,3,0,1,0
334856,"2018/2019",4,382,0,0,1,1,9,0,1,0
334856,"2016/2017",3,283,0,0,3,1,6,0,2,0
334858,"2017/2018",11,395,1,1,5,2,10,0,2,0
334858,"2016/2017",7,163,0,0,1,0,5,0,0,0
334859,"2018/2019",16,1112,2,1,20,5,15,2,3,1
334859,"2017/2018",21,770,2,0,13,5,10,2,2,0
334859,"2016/2017",12,541,0,0,8,0,8,0,2,0
334859,"2015/2016",5,195,0,0,3,1,3,1,0,0
335079,"2018/2019",16,392,0,0,8,2,10,2,2,0
335079,"2017/2018",26,1062,5,0,22,11,22,10,4,0
335079,"2016/2017",24,1552,10,3,42,21,23,17,2,0
335079,"2015/2016",19,1314,4,5,39,15,36,10,0,1
335080,"2018/2019",9,405,0,0,3,1,3,1,1,0
335080,"2017/2018",14,473,1,0,9,8,5,0,2,0
335080,"2016/2017",3,91,0,0,1,1,2,0,0,0
335080,"2015/2016",13,592,0,0,7,3,5,1,2,0
335081,"2018/2019",2,188,0,0,2,1,2,0,1,0
335081,"2017/2018",17,1027,1,3,23,8,9,4,1,0
335081,"2016/2017",18,547,0,0,11,4,6,3,0,0
335081,"2015/2016",11,319,0,1,3,1,2,0,1,0
335082,"2018/2019",14,612,0,0,15,5,11,2,1,0
335082,"2017/2018",16,609,0,0,14,4,10,4,0,0
335082,"2016/2017",5,145,0,0,3,1,6,0,1,0
335174,"2018/2019",23,1853,2,0,16,3,27,1,3,0
335174,"2017/2018",25,2130,1,0,9,1,28,1,4,0
335174,"2016/2017",2,165,0,0,0,0,4,2,2,0
335187,"2018/2019",14,1297,1,0,4,2,17,0,2,0
335187,"2017/2018",30,2864,3,0,13,3,44,1,3,0
335187,"2016/2017",7,513,0,0,3,1,11,0,1,1
335187,"2015/2016",3,293,0,0,0,0,2,0,0,0
335188,"2017/2018",15,1455,1,0,10,2,24,1,6,0
335188,"2015/2016",1,95,0,0,0,0,1,0,1,0
335223,"2018/2019",2,48,0,0,0,0,1,0,0,0
335223,"2017/2018",15,1027,2,0,19,10,17,1,1,0
335223,"2016/2017",7,520,2,2,17,8,3,6,0,0
335225,"2018/2019",3,126,0,0,0,0,5,0,0,0
335225,"2016/2017",23,1763,1,0,13,5,33,0,5,0
335225,"2015/2016",24,1343,0,1,14,3,33,1,4,0
335231,"2018/2019",6,568,0,0,0,0,0,0,1,0
335231,"2017/2018",15,1397,0,0,0,0,1,0,1,1
335231,"2016/2017",4,381,0,0,0,0,0,0,0,0
335231,"2015/2016",1,89,0,0,0,0,0,0,0,0
335233,"2018/2019",5,148,0,0,1,0,3,0,1,0
335233,"2017/2018",16,1361,0,0,6,1,29,0,1,0
335233,"2016/2017",4,332,1,0,1,1,8,0,2,0
335233,"2015/2016",4,242,0,0,2,0,6,0,0,0
335234,"2018/2019",11,769,1,1,15,8,6,1,0,0
335234,"2017/2018",9,668,2,4,18,10,7,0,2,0
335234,"2016/2017",3,220,0,0,2,1,6,0,0,0
335235,"2018/2019",23,2137,5,1,22,12,25,12,4,0
335235,"2017/2018",22,1703,2,6,27,12,15,12,2,0
335235,"2016/2017",8,706,3,1,4,4,24,2,2,2
335235,"2015/2016",2,190,0,0,2,1,4,0,1,0
335236,"2018/2019",1,7,0,0,0,0,0,1,0,0
335236,"2017/2018",10,411,0,0,13,4,16,0,3,0
335236,"2016/2017",5,202,0,0,3,1,2,3,0,0
335236,"2015/2016",2,155,2,0,8,3,4,0,1,0
335237,"2018/2019",18,1492,0,0,8,0,21,1,4,0
335237,"2017/2018",34,3235,1,2,21,3,50,1,4,0
335237,"2016/2017",11,791,0,0,5,1,7,1,0,0
335268,"2018/2019",16,904,0,0,7,4,11,0,2,0
335268,"2017/2018",23,1680,0,2,13,1,30,2,1,0
335268,"2016/2017",23,1458,0,0,19,3,40,2,6,0
335277,"2018/2019",1,46,0,1,0,0,0,0,0,0
335277,"2017/2018",11,618,0,0,7,1,7,0,1,0
335277,"2016/2017",6,435,2,1,9,5,2,0,0,0
335282,"2018/2019",2,103,0,0,1,0,1,0,0,0
335282,"2015/2016",6,107,0,0,0,0,3,0,0,0
335289,"2017/2018",12,455,0,0,4,2,19,3,6,0
335291,"2017/2018",17,1509,0,0,2,0,31,0,4,0
335291,"2016/2017",11,632,0,0,1,0,18,0,0,0
335291,"2015/2016",13,1133,1,0,5,2,20,0,4,1
335336,"2018/2019",13,703,3,3,22,8,12,2,2,0
335336,"2017/2018",26,1392,2,1,27,10,32,5,6,0
335336,"2016/2017",14,1055,2,2,23,9,30,1,4,0
335336,"2015/2016",3,253,2,0,3,2,5,1,1,0
335337,"2018/2019",16,1243,4,1,14,4,11,2,2,0
335337,"2017/2018",21,1467,1,0,18,3,21,3,3,0
335337,"2016/2017",11,917,1,2,13,5,11,5,2,0
335337,"2015/2016",2,106,0,0,3,1,1,2,0,0
335361,"2018/2019",7,556,0,0,6,2,8,0,1,0
335361,"2017/2018",23,1132,1,1,8,4,8,2,1,0
335361,"2016/2017",24,1378,1,1,16,4,18,2,2,0
335361,"2015/2016",15,646,0,0,10,1,13,1,0,0
335401,"2018/2019",21,1907,3,4,27,8,44,3,3,0
335401,"2017/2018",35,3274,4,8,25,10,68,0,8,0
335401,"2016/2017",34,3080,1,2,18,4,76,0,9,1
335401,"2015/2016",31,2788,1,0,22,5,71,0,8,0
335586,"2018/2019",1,96,0,0,0,0,3,0,0,0
335586,"2017/2018",20,1503,3,5,29,13,34,8,3,1
335600,"2018/2019",1,93,0,0,0,0,0,0,0,0
335600,"2017/2018",24,2214,0,0,0,0,0,0,0,0
335600,"2016/2017",37,3400,0,0,0,0,0,0,0,0
335600,"2015/2016",31,2873,0,0,0,0,1,0,2,0
335690,"2018/2019",18,1717,1,0,6,1,10,0,3,0
335690,"2017/2018",12,1102,0,0,2,0,10,2,1,0
335690,"2016/2017",15,1284,3,0,6,5,20,1,6,2
335727,"2018/2019",22,1931,1,1,10,3,30,2,2,2
335727,"2017/2018",31,2583,0,1,2,1,46,1,4,2
335755,"2018/2019",18,1706,2,0,31,8,26,4,0,0
335755,"2017/2018",26,2128,5,0,20,7,30,6,3,0
335755,"2016/2017",15,933,0,0,8,1,16,0,1,0
335755,"2015/2016",16,1577,1,0,16,5,20,0,4,0
335802,"2017/2018",15,1376,0,0,0,0,0,0,0,0
335818,"2018/2019",12,828,1,1,15,3,25,1,1,1
335818,"2017/2018",18,983,2,2,13,3,28,1,3,0
335818,"2016/2017",25,1658,1,0,14,8,24,4,3,0
335818,"2015/2016",18,1320,1,1,16,6,27,6,2,0
335832,"2018/2019",13,1230,2,0,4,2,11,2,3,0
335833,"2017/2018",17,1600,0,0,0,0,0,0,0,0
335833,"2016/2017",1,91,0,0,0,0,0,0,0,0
335845,"2018/2019",22,2085,0,0,0,0,1,0,0,0
335845,"2017/2018",9,847,0,0,0,0,0,0,0,0
335845,"2016/2017",8,743,0,0,0,0,0,0,0,0
335972,"2018/2019",4,189,0,0,1,0,2,0,0,0
335972,"2017/2018",8,373,1,0,3,2,4,0,0,0
335972,"2015/2016",1,20,0,0,0,0,0,0,0,0
336061,"2018/2019",3,182,0,0,1,1,2,0,0,0
336061,"2016/2017",1,30,0,0,0,0,0,0,0,0
336061,"2015/2016",1,4,0,0,0,0,0,0,0,0
336067,"2018/2019",12,1072,0,0,7,1,14,3,1,0
336067,"2017/2018",14,1216,1,0,10,3,23,0,4,0
336163,"2018/2019",10,929,1,1,36,16,10,2,1,0
336163,"2017/2018",7,248,1,0,12,5,7,1,0,0
336163,"2016/2017",1,62,0,0,2,0,3,0,1,0
336163,"2015/2016",1,7,0,1,0,0,0,0,0,0
336185,"2016/2017",2,162,0,0,1,0,1,0,1,0
336187,"2015/2016",1,49,0,0,1,0,2,0,1,1
336287,"2018/2019",11,986,0,0,5,0,7,0,3,0
336287,"2017/2018",1,98,0,0,0,0,2,0,0,0
336287,"2016/2017",15,1403,0,0,3,0,15,0,8,2
336287,"2015/2016",7,580,1,0,5,3,8,0,0,0
336292,"2018/2019",16,1355,9,1,58,26,34,17,3,0
336292,"2017/2018",26,1687,12,3,41,23,44,10,4,1
336292,"2016/2017",26,1184,1,0,20,5,42,8,5,0
336315,"2018/2019",5,193,0,0,2,0,9,0,0,0
336315,"2017/2018",15,863,0,0,6,2,13,1,1,0
336319,"2018/2019",4,78,0,0,1,0,1,0,0,0
336319,"2017/2018",18,1202,4,1,43,13,20,2,3,1
336319,"2016/2017",8,460,2,0,11,5,12,0,3,0
336380,"2018/2019",14,1326,3,1,20,5,29,1,6,0
336380,"2017/2018",9,381,0,0,5,0,6,0,1,0
336380,"2016/2017",23,1592,2,1,18,10,43,0,4,0
336380,"2015/2016",5,274,2,0,11,7,7,0,0,0
336410,"2018/2019",15,1218,3,1,23,9,28,0,4,0
336541,"2018/2019",2,110,0,0,5,2,0,0,0,0
336599,"2018/2019",4,354,0,0,0,0,2,0,0,0
336599,"2017/2018",21,1984,1,1,6,3,15,0,1,0
336601,"2018/2019",12,1145,1,0,4,1,9,1,4,0
336601,"2017/2018",23,2155,1,0,9,5,17,0,4,1
336601,"2015/2016",4,353,0,0,0,0,1,0,1,0
336811,"2018/2019",3,110,0,0,0,0,0,1,0,0
336811,"2017/2018",13,1175,1,2,11,2,11,1,0,0
336811,"2016/2017",10,599,1,2,2,1,6,0,0,0
336811,"2015/2016",3,283,0,1,0,0,4,0,0,0
336837,"2018/2019",14,404,2,4,9,4,5,1,1,0
336837,"2017/2018",14,567,1,0,13,4,12,1,0,0
336837,"2016/2017",11,316,0,0,6,3,7,2,1,0
336837,"2015/2016",21,736,2,0,19,6,19,0,2,0
336865,"2018/2019",21,1917,10,4,77,34,18,0,3,0
336865,"2017/2018",34,2989,9,4,101,38,13,3,3,0
336865,"2016/2017",28,1625,2,2,71,20,16,5,1,0
336865,"2015/2016",10,491,1,0,12,4,2,1,0,0
336901,"2018/2019",9,674,1,2,9,2,9,4,1,0
336901,"2015/2016",1,92,0,0,1,0,3,0,0,0
336995,"2018/2019",4,380,0,1,0,0,0,0,0,0
336995,"2017/2018",7,641,0,0,0,0,0,0,0,0
336995,"2016/2017",3,157,0,0,0,0,0,0,0,0
337051,"2018/2019",16,1310,1,1,35,12,17,0,1,0
337051,"2015/2016",2,191,1,0,6,3,3,0,0,0
337057,"2018/2019",17,1141,2,6,35,14,9,3,3,0
337057,"2017/2018",8,245,0,0,6,2,4,4,1,0
337057,"2016/2017",27,1819,3,5,48,19,16,5,0,0
337099,"2018/2019",6,499,1,0,4,1,9,0,3,0
337099,"2017/2018",23,1676,2,0,8,3,19,0,4,0
337099,"2016/2017",23,1904,0,0,13,3,20,0,7,0
337099,"2015/2016",4,161,0,0,1,0,2,0,2,0
337111,"2018/2019",15,1435,0,0,0,0,0,0,0,0
337111,"2017/2018",11,1034,0,0,0,0,1,0,1,0
337111,"2016/2017",5,468,0,0,0,0,0,0,0,0
337255,"2018/2019",16,1293,2,2,25,8,12,2,1,0
337255,"2017/2018",23,1848,3,3,31,11,23,0,0,0
337255,"2016/2017",10,882,1,2,11,6,16,1,2,0
337259,"2018/2019",9,493,0,0,2,2,6,0,1,0
337259,"2017/2018",16,956,0,3,20,5,24,0,2,0
337259,"2016/2017",8,683,2,0,12,4,20,0,1,0
337321,"2018/2019",15,1221,0,1,2,0,19,0,0,0
337321,"2017/2018",18,1391,1,0,2,1,17,0,4,0
337321,"2016/2017",2,185,0,0,1,0,3,0,0,0
337321,"2015/2016",2,190,0,0,1,0,3,0,1,0
337325,"2017/2018",7,518,0,0,0,0,8,0,0,0
337325,"2016/2017",9,687,2,0,6,3,15,0,2,1
337325,"2015/2016",19,1211,0,0,2,1,24,1,1,0
337411,"2018/2019",5,195,0,0,1,0,2,0,0,0
337411,"2016/2017",6,557,0,0,6,0,17,0,3,1
337411,"2015/2016",1,36,1,0,5,3,1,0,0,0
337595,"2018/2019",5,324,0,0,3,2,4,0,1,0
337595,"2017/2018",12,960,0,0,5,0,13,0,1,0
337595,"2016/2017",7,499,0,0,3,0,11,0,1,0
337595,"2015/2016",1,92,0,0,0,0,0,0,0,0
337605,"2018/2019",22,1296,4,0,31,11,7,4,1,0
337799,"2018/2019",14,1075,0,3,13,5,9,1,0,0
337799,"2017/2018",4,265,2,2,15,6,4,2,1,0
337799,"2015/2016",2,31,0,0,1,0,0,0,0,0
337807,"2018/2019",15,675,0,0,16,5,11,4,0,0
337807,"2017/2018",7,168,0,0,5,1,5,0,2,0
337807,"2016/2017",12,483,1,1,17,9,16,2,1,0
337845,"2018/2019",15,1131,6,2,46,21,7,9,3,0
337845,"2017/2018",21,1532,15,3,68,31,24,9,2,0
337845,"2016/2017",6,551,1,2,25,6,9,2,1,0
337845,"2015/2016",4,355,2,1,12,7,3,0,0,0
338171,"2018/2019",4,332,1,2,3,1,6,0,1,0
338171,"2017/2018",25,2264,2,2,25,10,22,0,5,0
338171,"2016/2017",16,1189,0,1,9,2,14,0,4,0
338171,"2015/2016",1,96,0,0,0,0,0,0,0,0
