"player_id","position_cluster","minutes"
478766,"Right-Sided Attacker",38
479072,"Central Forward",2039
479072,"Central Midfielder",58
479129,"Central Midfielder",95
479165,"Central Defender",19
479165,"Central Forward",123
479165,"Central Midfielder",286
479267,"Central Midfielder",1147
479274,"Central Forward",5
479274,"Left-Sided Attacker",259
479274,"Left-Sided Midfielder/Fullback",23
479274,"Right-Sided Attacker",20
479278,"Central Defender",191
479278,"Left-Sided Midfielder/Fullback",513
479278,"Right-Sided Attacker",100
479278,"Right-Sided Midfielder/Fullback",475
479283,"Central Defender",728
479283,"Central Midfielder",210
479284,"Right-Sided Midfielder/Fullback",177
479286,"Central Midfielder",1976
479288,"Central Forward",93
479288,"Left-Sided Attacker",69
479292,"Central Midfielder",104
479292,"Left-Sided Attacker",27
479292,"Right-Sided Attacker",21
479292,"Right-Sided Midfielder/Fullback",136
479318,"Central Defender",1301
479323,"Central Defender",288
479323,"Left-Sided Midfielder/Fullback",101
479323,"Right-Sided Midfielder/Fullback",219
479327,"Left-Sided Attacker",115
479402,"Central Defender",36
479402,"Right-Sided Midfielder/Fullback",711
479427,"Central Midfielder",1241
479427,"Right-Sided Midfielder/Fullback",23
479523,"Central Defender",3567
479523,"Central Forward",95
479523,"Right-Sided Attacker",44
479564,"Central Midfielder",1993
479564,"Left-Sided Attacker",68
479564,"Left-Sided Midfielder/Fullback",143
479564,"Right-Sided Attacker",18
479564,"Right-Sided Midfielder/Fullback",778
479569,"Left-Sided Midfielder/Fullback",524
479569,"Right-Sided Midfielder/Fullback",2289
479689,"Central Defender",353
479689,"Right-Sided Midfielder/Fullback",66
479755,"Central Midfielder",17
479971,"Central Forward",204
479971,"Central Midfielder",21
479971,"Left-Sided Attacker",60
479971,"Right-Sided Attacker",69
479971,"Right-Sided Midfielder/Fullback",62
479995,"Central Defender",817
479996,"Central Forward",707
479996,"Central Midfielder",1125
479996,"Left-Sided Attacker",59
479996,"Right-Sided Attacker",56
479996,"Right-Sided Midfielder/Fullback",15
479997,"Central Forward",120
479997,"Left-Sided Attacker",30
479997,"Right-Sided Attacker",22
479998,"Central Forward",66
479998,"Central Midfielder",27
479999,"Right-Sided Attacker",338
479999,"Right-Sided Midfielder/Fullback",18
480052,"Central Defender",66
480052,"Central Midfielder",261
480052,"Left-Sided Attacker",9
480052,"Right-Sided Attacker",32
480052,"Right-Sided Midfielder/Fullback",49
480053,"Central Forward",87
480053,"Central Midfielder",93
480053,"Left-Sided Attacker",339
480053,"Left-Sided Midfielder/Fullback",995
480053,"Right-Sided Attacker",191
480053,"Right-Sided Midfielder/Fullback",195
480078,"Central Defender",29
480127,"Central Defender",101
480240,"Central Midfielder",20
480240,"Left-Sided Attacker",36
480240,"Right-Sided Attacker",190
480240,"Right-Sided Midfielder/Fullback",8
480373,"Central Defender",1146
480373,"Central Midfielder",48
480373,"Right-Sided Midfielder/Fullback",81
480592,"Central Defender",185
480592,"Central Midfielder",686
480592,"Left-Sided Attacker",545
480592,"Left-Sided Midfielder/Fullback",464
480592,"Right-Sided Attacker",197
480592,"Right-Sided Midfielder/Fullback",53
480595,"Central Midfielder",652
480595,"Right-Sided Midfielder/Fullback",511
480598,"Central Midfielder",16
480602,"Central Forward",299
480602,"Left-Sided Attacker",143
480602,"Right-Sided Attacker",710
480602,"Right-Sided Midfielder/Fullback",20
480628,"Central Midfielder",907
480628,"Left-Sided Attacker",319
480628,"Left-Sided Midfielder/Fullback",222
480628,"Right-Sided Attacker",234
480628,"Right-Sided Midfielder/Fullback",262
480678,"Central Defender",1573
480678,"Central Midfielder",376
480678,"Right-Sided Midfielder/Fullback",177
480752,"Left-Sided Midfielder/Fullback",1247
480921,"Left-Sided Attacker",257
481206,"Central Forward",3123
481206,"Left-Sided Attacker",114
481285,"Central Forward",296
481342,"Left-Sided Midfielder/Fullback",100
481362,"Left-Sided Attacker",909
481362,"Right-Sided Attacker",450
481362,"Right-Sided Midfielder/Fullback",28
481372,"Central Defender",896
481372,"Central Midfielder",1326
481372,"Right-Sided Attacker",91
481372,"Right-Sided Midfielder/Fullback",262
481402,"Central Defender",189
481402,"Central Midfielder",1592
481402,"Right-Sided Midfielder/Fullback",19
481528,"Central Forward",370
481528,"Central Midfielder",480
481528,"Right-Sided Attacker",95
481619,"Central Defender",273
481619,"Left-Sided Midfielder/Fullback",464
481633,"Central Midfielder",510
481633,"Left-Sided Midfielder/Fullback",16
481661,"Central Forward",266
481661,"Central Midfielder",603
481661,"Left-Sided Attacker",460
481661,"Right-Sided Attacker",250
481665,"Central Forward",88
481665,"Central Midfielder",275
481665,"Left-Sided Attacker",107
481665,"Left-Sided Midfielder/Fullback",232
481665,"Right-Sided Attacker",95
481666,"Central Forward",22
481666,"Central Midfielder",374
481666,"Left-Sided Midfielder/Fullback",73
481666,"Right-Sided Midfielder/Fullback",23
481667,"Left-Sided Attacker",11
481667,"Left-Sided Midfielder/Fullback",568
481673,"Central Forward",96
481673,"Central Midfielder",1771
481769,"Central Midfielder",592
481769,"Left-Sided Midfielder/Fullback",390
481769,"Right-Sided Midfielder/Fullback",555
481852,"Central Forward",187
481852,"Central Midfielder",697
481852,"Left-Sided Attacker",42
481852,"Right-Sided Attacker",565
481852,"Right-Sided Midfielder/Fullback",181
481853,"Central Midfielder",118
481853,"Left-Sided Attacker",49
481853,"Left-Sided Midfielder/Fullback",27
481853,"Right-Sided Attacker",36
481858,"Central Midfielder",2047
481858,"Left-Sided Attacker",284
481858,"Left-Sided Midfielder/Fullback",430
481965,"Central Forward",577
481965,"Central Midfielder",35
481965,"Left-Sided Attacker",94
481965,"Right-Sided Attacker",30
482020,"Central Forward",196
482020,"Central Midfielder",81
482084,"Right-Sided Attacker",61
482184,"Central Midfielder",14
482464,"Central Defender",1226
482464,"Central Midfielder",158
482464,"Right-Sided Attacker",16
482611,"Central Defender",93
482611,"Right-Sided Midfielder/Fullback",193
482696,"Central Forward",10
482696,"Central Midfielder",175
482701,"Central Forward",152
482701,"Central Midfielder",538
482701,"Left-Sided Attacker",117
482701,"Right-Sided Attacker",124
482776,"Central Forward",524
482776,"Central Midfielder",31
482776,"Left-Sided Attacker",605
482776,"Right-Sided Attacker",342
482817,"Central Defender",37
482817,"Central Forward",18
482817,"Central Midfielder",23
482825,"Central Forward",633
482825,"Central Midfielder",80
482825,"Left-Sided Attacker",399
482825,"Right-Sided Attacker",543
482825,"Right-Sided Midfielder/Fullback",26
482875,"Central Forward",35
482875,"Central Midfielder",154
482875,"Right-Sided Attacker",29
482900,"Right-Sided Midfielder/Fullback",438
483176,"Central Forward",324
483495,"Central Midfielder",27
483513,"Central Forward",1525
483513,"Central Midfielder",70
483513,"Right-Sided Attacker",32
483520,"Central Midfielder",53
483704,"Central Defender",1089
483704,"Left-Sided Midfielder/Fullback",37
483704,"Right-Sided Midfielder/Fullback",1205
483768,"Central Midfielder",1441
483768,"Left-Sided Attacker",186
483768,"Left-Sided Midfielder/Fullback",400
483768,"Right-Sided Attacker",394
483768,"Right-Sided Midfielder/Fullback",765
483769,"Central Midfielder",445
483769,"Left-Sided Attacker",130
483769,"Left-Sided Midfielder/Fullback",208
483825,"Central Forward",277
483825,"Central Midfielder",127
483825,"Left-Sided Attacker",97
484138,"Central Defender",1861
484158,"Central Forward",1405
484436,"Central Midfielder",1375
484436,"Left-Sided Attacker",122
484436,"Left-Sided Midfielder/Fullback",94
484436,"Right-Sided Attacker",79
484467,"Central Forward",367
484467,"Central Midfielder",1203
484495,"Central Forward",222
484495,"Central Midfielder",290
484495,"Left-Sided Attacker",94
484573,"Central Forward",870
484573,"Central Midfielder",218
484573,"Left-Sided Attacker",698
484573,"Right-Sided Attacker",261
484637,"Left-Sided Midfielder/Fullback",15
484672,"Central Forward",17
484676,"Right-Sided Attacker",96
484676,"Right-Sided Midfielder/Fullback",2193
484677,"Central Forward",359
484677,"Left-Sided Attacker",815
484677,"Right-Sided Attacker",696
484678,"Left-Sided Attacker",673
484678,"Right-Sided Attacker",105
484678,"Right-Sided Midfielder/Fullback",20
484680,"Central Forward",2051
484680,"Central Midfielder",20
484680,"Left-Sided Attacker",20
484680,"Left-Sided Midfielder/Fullback",8
484680,"Right-Sided Attacker",12
484730,"Central Forward",1220
484730,"Central Midfielder",696
484730,"Left-Sided Attacker",606
484730,"Left-Sided Midfielder/Fullback",16
484730,"Right-Sided Attacker",299
484730,"Right-Sided Midfielder/Fullback",20
484979,"Central Defender",568
484979,"Central Midfielder",157
484979,"Right-Sided Midfielder/Fullback",434
485005,"Central Forward",349
485005,"Central Midfielder",1090
485005,"Left-Sided Attacker",954
485005,"Left-Sided Midfielder/Fullback",168
485005,"Right-Sided Attacker",336
485005,"Right-Sided Midfielder/Fullback",87
485172,"Central Forward",123
485172,"Left-Sided Attacker",156
485172,"Right-Sided Attacker",446
485178,"Central Forward",89
485178,"Central Midfielder",98
485178,"Left-Sided Attacker",45
485178,"Right-Sided Attacker",618
485202,"Central Forward",74
485202,"Central Midfielder",133
485202,"Left-Sided Midfielder/Fullback",33
485232,"Central Midfielder",1826
485232,"Right-Sided Midfielder/Fullback",23
485234,"Central Forward",1817
485234,"Left-Sided Attacker",139
485234,"Right-Sided Attacker",78
485245,"Central Forward",32
485245,"Central Midfielder",775
485245,"Left-Sided Attacker",95
485307,"Central Forward",63
485307,"Central Midfielder",50
485307,"Left-Sided Attacker",11
485307,"Right-Sided Attacker",107
485422,"Left-Sided Attacker",22
485422,"Right-Sided Attacker",324
485422,"Right-Sided Midfielder/Fullback",24
485621,"Central Midfielder",167
485621,"Left-Sided Attacker",2221
485789,"Central Forward",173
485789,"Central Midfielder",93
485789,"Left-Sided Attacker",738
485789,"Right-Sided Attacker",257
485789,"Right-Sided Midfielder/Fullback",37
485837,"Central Defender",570
485897,"Left-Sided Midfielder/Fullback",2285
485906,"Left-Sided Midfielder/Fullback",282
485910,"Central Defender",285
486383,"Central Forward",65
486383,"Central Midfielder",75
486383,"Left-Sided Attacker",59
486586,"Left-Sided Attacker",374
486740,"Central Forward",410
487731,"Central Forward",244
487731,"Central Midfielder",347
487731,"Left-Sided Attacker",126
487731,"Right-Sided Attacker",89
487976,"Central Forward",432
487976,"Central Midfielder",49
487976,"Left-Sided Attacker",160
487976,"Right-Sided Attacker",158
488039,"Central Forward",186
488039,"Central Midfielder",677
488039,"Left-Sided Midfielder/Fullback",137
488039,"Right-Sided Attacker",16
488039,"Right-Sided Midfielder/Fullback",70
488312,"Left-Sided Attacker",351
488312,"Right-Sided Attacker",26
488374,"Central Defender",2657
488374,"Central Forward",92
488374,"Central Midfielder",93
488410,"Central Midfielder",423
488410,"Left-Sided Attacker",15
488410,"Left-Sided Midfielder/Fullback",1589
488411,"Central Forward",2085
488411,"Central Midfielder",239
488411,"Left-Sided Attacker",143
488411,"Right-Sided Attacker",21
488412,"Central Defender",9
488412,"Central Midfielder",448
488412,"Left-Sided Midfielder/Fullback",204
488412,"Right-Sided Attacker",71
488412,"Right-Sided Midfielder/Fullback",1997
488413,"Central Defender",392
488413,"Right-Sided Midfielder/Fullback",1137
488426,"Central Forward",81
488426,"Central Midfielder",95
488426,"Left-Sided Attacker",945
488426,"Left-Sided Midfielder/Fullback",68
488426,"Right-Sided Attacker",135
488426,"Right-Sided Midfielder/Fullback",29
488598,"Central Midfielder",42
488797,"Central Midfielder",238
488830,"Central Forward",11
488830,"Left-Sided Attacker",85
488839,"Right-Sided Attacker",368
488858,"Central Forward",18
488858,"Central Midfielder",94
488858,"Left-Sided Attacker",112
488858,"Left-Sided Midfielder/Fullback",95
488858,"Right-Sided Attacker",23
488860,"Central Defender",9
488860,"Central Midfielder",144
488860,"Left-Sided Midfielder/Fullback",238
488862,"Central Forward",33
488888,"Right-Sided Midfielder/Fullback",1271
488901,"Central Forward",14
488901,"Right-Sided Attacker",23
488901,"Right-Sided Midfielder/Fullback",46
488906,"Central Midfielder",74
488906,"Left-Sided Midfielder/Fullback",113
488906,"Right-Sided Attacker",26
488906,"Right-Sided Midfielder/Fullback",94
488918,"Central Defender",313
488918,"Left-Sided Midfielder/Fullback",1410
488918,"Right-Sided Attacker",94
488918,"Right-Sided Midfielder/Fullback",127
488972,"Central Defender",605
489025,"Left-Sided Midfielder/Fullback",97
489025,"Right-Sided Attacker",132
489025,"Right-Sided Midfielder/Fullback",347
489026,"Central Midfielder",10
489026,"Left-Sided Attacker",14
489027,"Central Defender",1573
489028,"Central Midfielder",9
489028,"Left-Sided Midfielder/Fullback",1899
489045,"Central Forward",140
489050,"Central Forward",211
489050,"Central Midfielder",69
489050,"Left-Sided Attacker",1372
489050,"Left-Sided Midfielder/Fullback",106
489050,"Right-Sided Attacker",48
489072,"Central Forward",661
489072,"Central Midfielder",303
489072,"Left-Sided Attacker",840
489072,"Right-Sided Attacker",227
489157,"Central Defender",1605
489183,"Central Forward",24
489183,"Central Midfielder",8
489183,"Left-Sided Attacker",15
489183,"Left-Sided Midfielder/Fullback",23
489201,"Central Midfielder",1157
489201,"Right-Sided Attacker",95
489201,"Right-Sided Midfielder/Fullback",119
489322,"Left-Sided Attacker",60
489322,"Left-Sided Midfielder/Fullback",178
489322,"Right-Sided Midfielder/Fullback",3829
489323,"Left-Sided Attacker",77
489323,"Right-Sided Attacker",868
489383,"Central Forward",239
489383,"Central Midfielder",74
489383,"Left-Sided Attacker",927
489383,"Right-Sided Attacker",781
489383,"Right-Sided Midfielder/Fullback",13
489398,"Central Defender",669
489398,"Left-Sided Attacker",272
489398,"Left-Sided Midfielder/Fullback",24
489398,"Right-Sided Attacker",62
489401,"Central Forward",84
489401,"Left-Sided Attacker",281
489401,"Right-Sided Attacker",462
489401,"Right-Sided Midfielder/Fullback",810
489684,"Central Forward",79
489684,"Central Midfielder",60
489684,"Left-Sided Attacker",122
489684,"Right-Sided Attacker",27
489693,"Central Forward",1267
489693,"Central Midfielder",16
489961,"Central Forward",191
489961,"Central Midfielder",319
489961,"Left-Sided Attacker",686
489961,"Right-Sided Attacker",709
489961,"Right-Sided Midfielder/Fullback",65
489962,"Central Forward",126
489962,"Central Midfielder",549
489962,"Left-Sided Attacker",635
489962,"Right-Sided Attacker",1421
490053,"Left-Sided Attacker",37
490055,"Left-Sided Attacker",557
490055,"Left-Sided Midfielder/Fullback",98
490055,"Right-Sided Attacker",374
490055,"Right-Sided Midfielder/Fullback",94
490057,"Central Midfielder",97
490057,"Left-Sided Attacker",687
490096,"Central Forward",19
490105,"Left-Sided Midfielder/Fullback",93
490108,"Central Defender",192
490108,"Central Midfielder",274
490167,"Central Midfielder",935
490167,"Right-Sided Attacker",95
490167,"Right-Sided Midfielder/Fullback",137
490216,"Central Forward",72
490216,"Central Midfielder",36
490216,"Left-Sided Attacker",184
490216,"Left-Sided Midfielder/Fullback",15
490216,"Right-Sided Attacker",110
490320,"Central Forward",64
490320,"Left-Sided Attacker",125
490320,"Right-Sided Attacker",836
490320,"Right-Sided Midfielder/Fullback",95
490340,"Central Defender",675
490342,"Central Defender",2964
490342,"Left-Sided Midfielder/Fullback",186
490415,"Central Forward",406
490415,"Central Midfielder",82
490415,"Right-Sided Attacker",244
490415,"Right-Sided Midfielder/Fullback",98
490416,"Central Defender",95
490416,"Left-Sided Attacker",77
490416,"Right-Sided Attacker",222
490416,"Right-Sided Midfielder/Fullback",126
490455,"Central Forward",90
490455,"Right-Sided Midfielder/Fullback",372
490456,"Left-Sided Midfielder/Fullback",17
490456,"Right-Sided Midfielder/Fullback",10
490463,"Central Midfielder",983
490463,"Left-Sided Attacker",1032
490463,"Left-Sided Midfielder/Fullback",119
490463,"Right-Sided Attacker",95
490463,"Right-Sided Midfielder/Fullback",28
490466,"Left-Sided Midfielder/Fullback",94
490466,"Right-Sided Attacker",27
490466,"Right-Sided Midfielder/Fullback",1151
490467,"Left-Sided Attacker",332
490467,"Right-Sided Attacker",209
490468,"Central Forward",160
490468,"Left-Sided Attacker",38
490470,"Central Midfielder",107
490470,"Right-Sided Midfielder/Fullback",38
490472,"Central Forward",326
490472,"Right-Sided Attacker",13
490499,"Central Defender",194
490499,"Central Midfielder",115
490499,"Left-Sided Midfielder/Fullback",50
490510,"Central Midfielder",32
490510,"Right-Sided Midfielder/Fullback",13
490537,"Central Midfielder",3188
490537,"Right-Sided Midfielder/Fullback",139
490541,"Right-Sided Attacker",24
490592,"Central Defender",3818
490592,"Left-Sided Midfielder/Fullback",94
490595,"Central Defender",484
490595,"Central Midfielder",2284
490595,"Left-Sided Midfielder/Fullback",72
490596,"Central Midfielder",1750
490596,"Left-Sided Midfielder/Fullback",56
490596,"Right-Sided Attacker",48
490597,"Central Forward",285
490597,"Central Midfielder",1388
490597,"Left-Sided Attacker",35
490597,"Right-Sided Attacker",30
490597,"Right-Sided Midfielder/Fullback",189
490599,"Central Forward",1195
490599,"Central Midfielder",254
490599,"Left-Sided Attacker",31
490599,"Left-Sided Midfielder/Fullback",97
490599,"Right-Sided Attacker",103
490621,"Central Midfielder",1580
490621,"Left-Sided Attacker",370
490621,"Left-Sided Midfielder/Fullback",588
490621,"Right-Sided Attacker",161
490621,"Right-Sided Midfielder/Fullback",836
490626,"Central Defender",191
490626,"Left-Sided Attacker",40
490626,"Left-Sided Midfielder/Fullback",2460
490631,"Right-Sided Midfielder/Fullback",1366
490632,"Central Defender",2594
490632,"Left-Sided Midfielder/Fullback",219
490632,"Right-Sided Midfielder/Fullback",97
490643,"Central Forward",12
490643,"Central Midfielder",1133
490643,"Right-Sided Midfielder/Fullback",45
490644,"Central Forward",348
490647,"Central Forward",2062
490647,"Right-Sided Attacker",33
490653,"Central Forward",61
490653,"Central Midfielder",1733
490653,"Left-Sided Midfielder/Fullback",260
490653,"Right-Sided Midfielder/Fullback",630
490654,"Central Defender",1327
490654,"Central Midfielder",2575
490654,"Left-Sided Midfielder/Fullback",97
490654,"Right-Sided Midfielder/Fullback",146
490660,"Central Forward",39
490660,"Left-Sided Attacker",943
490660,"Right-Sided Attacker",238
490662,"Central Midfielder",628
490662,"Left-Sided Attacker",18
490662,"Left-Sided Midfielder/Fullback",22
490662,"Right-Sided Attacker",27
490664,"Central Midfielder",755
490664,"Left-Sided Midfielder/Fullback",604
490664,"Right-Sided Midfielder/Fullback",247
490665,"Central Midfielder",1502
490665,"Left-Sided Midfielder/Fullback",163
490665,"Right-Sided Midfielder/Fullback",15
490668,"Central Forward",265
490668,"Central Midfielder",23
490668,"Left-Sided Attacker",78
490669,"Central Defender",2446
490669,"Right-Sided Midfielder/Fullback",80
490703,"Left-Sided Attacker",106
490703,"Left-Sided Midfielder/Fullback",628
490703,"Right-Sided Attacker",115
490703,"Right-Sided Midfielder/Fullback",278
490728,"Central Midfielder",8
490728,"Right-Sided Midfielder/Fullback",130
490730,"Central Defender",423
490730,"Central Midfielder",1403
490730,"Right-Sided Attacker",94
490730,"Right-Sided Midfielder/Fullback",193
490770,"Central Defender",1679
490770,"Central Midfielder",812
490770,"Left-Sided Midfielder/Fullback",574
490770,"Right-Sided Midfielder/Fullback",190
490774,"Central Forward",1815
490776,"Central Forward",663
490776,"Left-Sided Attacker",403
490776,"Left-Sided Midfielder/Fullback",95
490776,"Right-Sided Attacker",265
490776,"Right-Sided Midfielder/Fullback",35
490782,"Central Defender",605
490782,"Central Midfielder",1388
490786,"Central Forward",91
490786,"Left-Sided Attacker",90
490786,"Right-Sided Attacker",2718
490786,"Right-Sided Midfielder/Fullback",479
490787,"Central Midfielder",258
490787,"Left-Sided Attacker",2836
490787,"Left-Sided Midfielder/Fullback",58
490788,"Central Defender",1559
490788,"Right-Sided Midfielder/Fullback",177
490805,"Central Defender",2110
490808,"Central Defender",1145
490808,"Left-Sided Midfielder/Fullback",486
490808,"Right-Sided Midfielder/Fullback",768
490809,"Central Defender",1666
490809,"Central Midfielder",8
490809,"Left-Sided Midfielder/Fullback",157
490812,"Central Forward",573
490812,"Central Midfielder",1141
490812,"Left-Sided Attacker",501
490812,"Right-Sided Attacker",83
490816,"Central Forward",1764
490816,"Central Midfielder",1011
490816,"Right-Sided Attacker",94
490821,"Central Forward",670
490834,"Central Midfielder",35
490872,"Central Defender",702
490872,"Central Midfielder",1112
490872,"Right-Sided Midfielder/Fullback",13
490895,"Central Forward",48
490895,"Central Midfielder",612
490895,"Left-Sided Attacker",17
490895,"Left-Sided Midfielder/Fullback",65
490895,"Right-Sided Attacker",15
490895,"Right-Sided Midfielder/Fullback",216
490899,"Central Forward",459
490899,"Left-Sided Attacker",25
490934,"Central Forward",60
490934,"Left-Sided Attacker",1928
490947,"Central Midfielder",1488
490947,"Left-Sided Attacker",174
490947,"Left-Sided Midfielder/Fullback",94
490950,"Central Defender",1521
490950,"Central Midfielder",219
490952,"Central Forward",463
490952,"Central Midfielder",98
490953,"Central Forward",483
490969,"Central Forward",1642
490969,"Central Midfielder",323
490969,"Left-Sided Attacker",94
490969,"Right-Sided Attacker",2076
490969,"Right-Sided Midfielder/Fullback",45
490971,"Central Midfielder",94
490971,"Left-Sided Attacker",209
490971,"Left-Sided Midfielder/Fullback",2523
490971,"Right-Sided Midfielder/Fullback",189
490973,"Central Midfielder",1101
490973,"Left-Sided Attacker",234
490973,"Right-Sided Attacker",152
490976,"Central Forward",56
490976,"Central Midfielder",850
490976,"Left-Sided Attacker",12
490977,"Central Forward",105
490977,"Central Midfielder",1350
490977,"Left-Sided Midfielder/Fullback",232
490977,"Right-Sided Attacker",88
490978,"Central Forward",1083
490980,"Central Midfielder",834
490980,"Left-Sided Attacker",1374
490980,"Right-Sided Attacker",1523
490986,"Central Defender",96
490986,"Left-Sided Midfielder/Fullback",434
491004,"Central Defender",527
491004,"Central Midfielder",14
491006,"Central Defender",193
491006,"Left-Sided Midfielder/Fullback",1844
491006,"Right-Sided Attacker",64
491006,"Right-Sided Midfielder/Fullback",638
491007,"Central Midfielder",3127
491008,"Left-Sided Attacker",2747
491009,"Central Forward",886
491009,"Central Midfielder",1971
491009,"Right-Sided Attacker",89
491037,"Central Forward",37
491037,"Central Midfielder",845
491037,"Left-Sided Midfielder/Fullback",33
491048,"Central Defender",1611
491048,"Central Midfielder",18
491048,"Left-Sided Midfielder/Fullback",87
491048,"Right-Sided Midfielder/Fullback",48
491051,"Central Forward",10
491051,"Central Midfielder",950
491051,"Left-Sided Attacker",97
491051,"Right-Sided Attacker",32
491059,"Central Forward",875
491059,"Central Midfielder",87
491059,"Left-Sided Attacker",135
491059,"Right-Sided Attacker",139
491074,"Central Midfielder",169
491074,"Left-Sided Attacker",883
491074,"Right-Sided Attacker",378
491149,"Central Defender",36
491149,"Central Midfielder",475
491149,"Right-Sided Attacker",16
491149,"Right-Sided Midfielder/Fullback",120
491154,"Central Midfielder",19
491154,"Left-Sided Attacker",227
491154,"Right-Sided Attacker",65
491157,"Central Forward",6
491157,"Central Midfielder",565
491157,"Left-Sided Midfielder/Fullback",810
491157,"Right-Sided Midfielder/Fullback",67
491160,"Central Forward",21
491160,"Central Midfielder",94
491160,"Left-Sided Attacker",159
491160,"Right-Sided Attacker",762
491160,"Right-Sided Midfielder/Fullback",80
491169,"Left-Sided Attacker",467
491169,"Left-Sided Midfielder/Fullback",582
491173,"Central Defender",852
491173,"Central Forward",95
491173,"Central Midfielder",591
491173,"Left-Sided Midfielder/Fullback",216
491173,"Right-Sided Midfielder/Fullback",20
491175,"Left-Sided Midfielder/Fullback",899
491175,"Right-Sided Midfielder/Fullback",212
491176,"Central Midfielder",649
491176,"Left-Sided Midfielder/Fullback",94
491176,"Right-Sided Midfielder/Fullback",36
491177,"Central Forward",399
491177,"Left-Sided Midfielder/Fullback",8
491177,"Right-Sided Attacker",47
491177,"Right-Sided Midfielder/Fullback",48
491178,"Left-Sided Midfielder/Fullback",22
491178,"Right-Sided Midfielder/Fullback",2257
491181,"Right-Sided Midfielder/Fullback",1151
491239,"Central Forward",11
491239,"Central Midfielder",554
491239,"Right-Sided Midfielder/Fullback",74
491242,"Left-Sided Attacker",117
491242,"Right-Sided Attacker",298
491279,"Central Forward",37
491279,"Central Midfielder",70
491279,"Left-Sided Attacker",87
491279,"Left-Sided Midfielder/Fullback",852
491279,"Right-Sided Attacker",54
491279,"Right-Sided Midfielder/Fullback",103
491335,"Central Defender",69
491335,"Central Midfielder",100
491335,"Right-Sided Midfielder/Fullback",45
491363,"Left-Sided Attacker",236
491363,"Right-Sided Attacker",329
491363,"Right-Sided Midfielder/Fullback",1714
491369,"Central Defender",235
491369,"Left-Sided Attacker",27
491369,"Left-Sided Midfielder/Fullback",705
491373,"Central Forward",645
491373,"Left-Sided Attacker",28
491374,"Central Defender",242
491374,"Central Midfielder",192
491374,"Left-Sided Midfielder/Fullback",22
491374,"Right-Sided Midfielder/Fullback",299
491377,"Left-Sided Midfielder/Fullback",141
491377,"Right-Sided Midfielder/Fullback",1144
491380,"Central Forward",33
491380,"Central Midfielder",32
491380,"Left-Sided Attacker",97
491380,"Left-Sided Midfielder/Fullback",61
491380,"Right-Sided Attacker",49
491391,"Central Forward",463
491391,"Central Midfielder",152
491391,"Left-Sided Attacker",302
491391,"Right-Sided Attacker",192
491393,"Central Defender",98
491393,"Central Forward",96
491393,"Central Midfielder",29
491393,"Right-Sided Midfielder/Fullback",649
491403,"Left-Sided Attacker",87
491403,"Left-Sided Midfielder/Fullback",738
491403,"Right-Sided Midfielder/Fullback",227
491408,"Central Forward",1153
491409,"Central Defender",1017
491409,"Central Midfielder",1687
491411,"Central Midfielder",263
491411,"Left-Sided Attacker",810
491411,"Left-Sided Midfielder/Fullback",229
491411,"Right-Sided Attacker",786
491411,"Right-Sided Midfielder/Fullback",567
491450,"Central Defender",1472
491450,"Central Midfielder",40
491450,"Left-Sided Midfielder/Fullback",22
491451,"Central Midfielder",203
491451,"Left-Sided Attacker",36
491453,"Central Forward",292
491453,"Central Midfielder",231
491454,"Left-Sided Attacker",602
491454,"Left-Sided Midfielder/Fullback",25
491454,"Right-Sided Attacker",260
491538,"Left-Sided Attacker",127
491538,"Left-Sided Midfielder/Fullback",2161
491546,"Right-Sided Midfielder/Fullback",13
491573,"Central Midfielder",739
491605,"Central Forward",74
491605,"Left-Sided Attacker",69
491643,"Central Defender",640
491643,"Left-Sided Midfielder/Fullback",497
491643,"Right-Sided Midfielder/Fullback",482
491644,"Central Defender",95
491644,"Central Midfielder",2187
491644,"Left-Sided Midfielder/Fullback",171
491664,"Central Defender",434
491664,"Left-Sided Attacker",46
491664,"Left-Sided Midfielder/Fullback",513
491669,"Central Midfielder",34
491714,"Central Midfielder",1427
491714,"Left-Sided Attacker",61
491722,"Central Forward",30
491722,"Central Midfielder",89
491722,"Left-Sided Attacker",75
491722,"Right-Sided Attacker",195
491785,"Central Defender",193
491785,"Left-Sided Midfielder/Fullback",1088
491785,"Right-Sided Attacker",113
491785,"Right-Sided Midfielder/Fullback",775
491807,"Left-Sided Attacker",601
491807,"Left-Sided Midfielder/Fullback",183
491807,"Right-Sided Attacker",33
491876,"Left-Sided Attacker",1197
492038,"Central Defender",1239
492038,"Central Midfielder",165
492039,"Central Defender",478
492039,"Central Midfielder",291
492039,"Left-Sided Midfielder/Fullback",277
492039,"Right-Sided Attacker",41
492039,"Right-Sided Midfielder/Fullback",119
492043,"Central Midfielder",96
492043,"Left-Sided Attacker",757
492043,"Left-Sided Midfielder/Fullback",272
492045,"Central Forward",470
492045,"Right-Sided Attacker",147
492045,"Right-Sided Midfielder/Fullback",300
492056,"Central Midfielder",2655
492059,"Central Forward",253
492059,"Central Midfielder",371
492059,"Left-Sided Attacker",335
492059,"Right-Sided Attacker",424
492059,"Right-Sided Midfielder/Fullback",308
492060,"Left-Sided Attacker",1300
492060,"Left-Sided Midfielder/Fullback",126
492060,"Right-Sided Attacker",19
492062,"Central Midfielder",346
492062,"Right-Sided Attacker",11
492084,"Central Defender",3072
