"acceleration_success","action_in_counterattack_success","aerial_duel_success","ball_delivery_to_danger_zone_success","ball_delivery_to_penalty_area_success","ball_entry_in_final_third_success","controlled_box_entry_success","controlled_penalty_area_entry_success","cross_to_penalty_area_success","cross_to_goalie_box_success","dangerous_opponent_half_recovery_success","dangerous_own_half_loss_success","defensive_duel_success","dribble_success","forward_pass_success","foul","free_kick_success","interception_success","key_pass_success","loose_ball_duel_success","opportunity_success","opportunity_creation_success","pass_to_zone_fourteen_success","pass_to_final_third_success","pass_to_penalty_area_success","progressive_pass_success","progressive_run_success","recovery_success","recovery_counterpressing_success","red_cards","smart_pass_success","shot_after_corner_success","shot_after_free_kick_success","shot_after_throw_in_success","shot_assist_success","shot_buildup_pass_success","shot_from_cross_success","shot_from_danger_zone_success","shot_from_outside_area_success","through_pass_success","throw_in_success","touch_in_box_success","touch_success","vertical_pass_success","yellow_cards","result"
5,0,20,0,12,0,0,2,3,1,7,1,11,18,61,14,0,12,1,19,5,7,12,28,10,39,3,78,37,0,1,0,0,1,8,0,1,4,1,1,22,9,0,57,1,"1"
4,0,22,0,9,1,0,0,4,0,6,0,14,17,116,17,1,7,2,14,2,5,17,42,9,65,7,82,47,0,3,0,0,1,7,0,0,0,0,3,23,3,0,147,3,"0"
4,0,18,0,7,2,0,1,2,0,2,0,12,11,107,10,1,10,2,4,3,1,9,41,6,56,4,67,30,0,3,1,0,0,6,0,0,1,1,0,18,6,0,179,1,"1"
2,0,14,0,4,0,0,0,1,1,1,0,9,4,97,6,1,24,0,18,2,2,7,31,4,50,3,70,32,0,0,0,0,0,6,0,1,1,1,0,20,3,0,106,2,"0"
3,0,20,0,2,0,0,0,1,0,0,1,20,14,72,25,0,10,0,9,0,0,5,18,2,29,1,66,39,0,0,0,0,0,1,0,0,0,0,0,24,0,0,82,1,"0"
8,0,16,0,8,1,0,2,5,2,5,0,14,20,76,12,2,21,5,12,5,6,4,20,6,36,7,65,39,0,4,1,1,0,9,0,0,3,0,2,20,8,0,75,2,"1"
3,0,15,0,13,2,0,0,5,0,1,0,9,18,88,10,3,16,3,12,0,1,16,33,13,51,4,74,40,0,3,0,0,0,4,0,0,0,0,2,27,1,0,106,0,"0"
4,0,18,0,9,1,0,0,7,0,2,0,21,10,64,32,1,19,2,14,3,3,5,20,9,36,3,78,39,0,2,0,0,0,5,0,0,1,0,0,22,6,0,61,3,"0"
9,0,36,0,9,0,0,2,2,1,3,0,24,15,113,12,1,8,0,24,3,2,11,27,7,57,8,97,56,0,1,0,0,1,5,0,1,1,2,1,15,7,0,108,2,"1"
2,0,22,0,16,2,0,0,4,0,6,1,15,27,104,13,1,20,1,10,2,2,18,33,16,61,4,104,56,0,5,1,0,0,8,0,0,1,1,1,28,5,0,122,4,"0"
0,0,21,0,3,0,0,0,0,0,2,0,22,22,92,11,2,19,1,20,0,2,9,31,3,42,1,97,49,0,2,0,0,0,4,0,0,0,0,1,19,0,0,100,2,"0"
3,0,17,0,9,1,0,2,1,0,5,1,19,15,84,17,1,23,1,18,4,1,11,31,7,46,4,84,48,0,3,3,0,0,7,0,0,3,1,3,13,6,0,77,1,"1"
3,0,18,0,13,0,0,0,5,0,2,0,18,28,103,9,2,8,0,22,5,3,11,37,13,64,2,74,43,0,4,1,0,0,8,0,1,5,0,5,11,13,0,148,2,"1"
11,0,13,0,4,0,0,0,2,1,4,1,11,15,75,20,0,23,2,12,2,0,9,28,4,46,4,76,31,0,4,0,0,0,3,0,0,1,2,1,18,2,0,63,1,"0"
1,0,24,0,9,1,0,0,6,0,4,0,13,9,99,14,1,8,3,15,2,4,19,42,9,55,2,75,51,0,1,0,0,0,7,0,1,1,1,1,17,3,0,97,1,"0"
13,0,24,0,6,1,0,0,0,0,6,2,12,14,70,20,1,23,2,19,4,5,10,26,6,38,4,100,51,0,2,0,0,0,7,0,0,1,3,2,11,5,0,70,6,"1"
8,0,17,0,8,0,0,0,7,2,3,1,6,9,112,14,4,17,1,12,2,0,16,46,8,57,2,80,54,0,3,0,1,0,3,0,0,1,1,2,23,4,0,110,1,"0"
5,0,17,0,10,0,0,1,4,0,0,0,3,16,52,16,0,15,1,4,2,1,1,24,9,37,5,48,20,0,3,0,0,0,3,0,0,1,0,2,13,4,0,47,3,"1"
7,0,29,0,9,2,0,1,5,1,8,0,14,24,83,15,3,19,4,9,7,0,13,21,8,49,4,79,44,0,2,1,0,0,12,0,0,5,1,1,17,7,0,89,0,"0"
6,0,24,0,4,0,0,0,2,1,3,0,25,17,65,25,6,15,0,10,3,2,4,20,4,28,4,85,49,0,1,0,0,0,2,0,0,2,1,3,14,4,0,43,3,"0"
2,0,17,0,6,0,0,1,1,0,3,0,15,6,74,18,0,18,1,11,3,2,6,23,5,42,2,86,32,0,0,1,0,0,4,0,1,1,2,0,18,3,0,62,3,"1"
5,0,27,0,7,3,0,0,4,0,4,1,7,14,84,15,3,14,0,10,2,1,19,47,7,53,5,69,41,0,0,0,0,0,12,0,0,0,1,0,15,3,0,108,2,"0"
2,0,17,0,7,1,0,0,4,0,5,0,18,16,71,18,1,7,1,11,0,3,8,21,7,34,4,64,28,0,1,0,0,0,7,0,0,0,0,1,22,2,0,103,2,"0"
2,0,9,0,8,1,0,1,1,1,3,0,9,16,106,11,1,8,1,13,2,1,8,38,7,55,4,74,26,1,3,0,0,0,4,0,1,2,0,3,18,5,0,122,2,"1"
4,0,18,0,4,0,0,0,1,0,1,0,10,19,96,18,1,19,1,14,1,1,7,29,4,47,5,79,39,0,1,0,0,0,4,0,1,1,0,0,10,3,0,88,4,"0"
4,0,23,0,9,1,0,2,3,2,1,1,15,11,88,19,0,15,2,12,2,3,4,22,7,31,5,74,28,0,1,0,0,1,5,0,0,0,2,1,26,3,0,55,4,"0"
3,0,8,0,12,0,0,1,7,0,5,0,12,19,102,22,1,11,1,6,6,0,3,34,11,62,5,71,34,0,2,1,0,0,3,0,0,1,2,0,10,5,0,109,5,"0"
7,0,24,0,13,0,0,1,4,1,6,1,15,14,107,10,3,14,2,23,5,2,8,29,12,51,7,88,38,0,4,1,0,0,9,0,0,2,2,6,13,7,0,165,2,"0"
5,0,17,0,12,6,0,0,5,1,4,0,12,11,83,13,1,7,2,6,3,3,14,45,12,56,6,78,47,0,1,0,0,0,9,0,0,0,2,1,18,1,0,97,3,"0"
3,0,22,0,17,2,0,1,3,1,0,0,13,16,135,17,3,20,5,14,5,4,23,49,16,75,3,87,43,0,1,1,1,0,10,0,1,4,0,2,19,16,0,173,3,"1"
7,0,10,0,2,2,1,0,0,0,0,0,12,16,81,10,1,16,0,11,5,0,2,16,2,25,6,63,31,1,0,0,0,1,4,0,0,1,4,0,12,2,0,68,3,"0"
10,0,21,0,12,3,0,1,6,0,6,2,24,13,85,17,3,15,3,19,4,4,14,32,11,43,8,87,43,0,2,0,0,0,8,0,0,1,2,2,22,3,0,95,4,"1"
5,0,14,0,11,3,0,1,4,2,3,0,9,15,133,11,3,16,0,10,2,2,16,53,10,61,1,65,28,0,0,0,1,0,10,0,0,1,0,2,37,5,0,197,1,"0"
2,0,17,0,18,11,0,3,4,0,6,0,14,23,131,23,2,12,2,14,6,4,22,51,15,82,5,71,44,0,3,0,1,0,9,0,2,5,0,5,20,15,0,123,3,"1"
1,0,21,0,11,1,0,2,4,0,5,0,11,11,85,8,1,14,0,11,7,1,9,31,9,56,2,78,38,0,2,0,0,0,8,0,0,3,2,1,19,6,0,97,1,"1"
0,0,19,0,4,0,0,0,1,0,1,1,8,5,89,8,0,18,0,10,3,1,6,27,4,43,0,70,38,0,0,0,0,1,2,0,0,1,1,0,13,2,0,125,0,"0"
3,0,28,0,9,0,0,0,5,0,2,0,18,9,73,16,2,18,2,10,5,3,2,24,9,43,3,70,38,0,0,0,0,3,6,0,0,1,2,1,26,5,0,71,3,"1"
8,0,19,0,10,0,0,0,3,0,2,0,6,17,68,14,0,16,1,12,3,4,13,22,10,41,6,55,34,1,2,0,0,1,9,0,0,0,2,6,18,1,0,68,3,"0"
4,0,18,0,21,0,0,0,12,2,5,0,17,39,116,16,3,16,10,21,7,9,20,48,21,64,5,86,49,0,7,1,0,0,14,0,2,4,1,9,24,13,0,159,4,"0"
6,0,18,0,14,4,0,0,4,0,4,1,15,21,105,15,0,22,2,11,4,5,19,39,14,61,4,85,44,0,5,0,0,0,7,0,1,2,0,5,29,6,0,122,0,"1"
7,0,17,0,5,3,0,1,1,0,2,0,15,10,86,10,1,20,0,11,3,0,9,32,4,44,6,86,39,0,0,0,0,1,3,0,0,1,2,1,11,1,0,124,0,"0"
2,0,36,0,8,1,0,1,3,0,2,0,19,7,68,22,3,16,2,13,3,2,12,26,7,47,4,90,56,0,2,0,1,0,4,0,0,4,0,2,25,5,0,71,4,"0"
3,0,24,0,4,1,0,1,0,0,0,1,13,9,100,14,1,25,0,3,3,2,14,32,3,53,3,100,61,0,0,0,0,0,6,0,0,0,1,0,15,2,0,58,1,"0"
2,0,22,0,9,2,0,2,0,0,4,1,14,11,88,15,0,16,4,10,1,4,4,25,7,51,3,87,54,0,2,0,0,0,8,0,0,0,0,1,14,6,0,74,0,"0"
3,0,26,0,6,0,0,0,5,0,2,0,16,12,62,26,0,20,0,22,1,1,5,24,6,33,3,82,42,0,2,0,0,0,1,0,0,0,1,0,21,3,0,37,3,"0"
9,0,15,0,18,8,0,2,6,1,4,0,23,28,136,14,2,18,4,18,5,5,15,41,16,67,8,82,46,0,10,1,0,1,10,0,1,2,2,4,19,5,0,141,2,"1"
8,0,9,0,3,0,0,0,0,0,2,0,12,21,64,17,2,19,0,10,1,0,10,21,3,26,6,68,26,0,8,0,0,0,2,0,0,0,0,1,28,3,0,82,1,"0"
2,0,29,0,8,0,0,0,2,0,2,0,12,14,94,17,3,15,2,14,4,2,16,36,8,66,3,98,58,0,0,0,0,0,3,0,2,4,0,0,13,7,0,102,1,"1"
4,0,22,0,8,1,0,1,3,0,4,2,19,12,73,17,2,4,3,5,1,3,9,24,7,38,4,68,39,2,1,0,0,1,4,0,0,1,0,2,11,3,0,94,3,"1"
4,0,25,0,15,1,0,1,8,1,9,0,23,15,67,16,1,13,5,8,3,3,7,31,14,46,3,81,39,0,2,0,0,1,9,0,0,0,2,2,24,2,0,55,3,"0"
7,0,14,0,15,1,0,3,6,2,2,0,8,22,78,14,0,11,1,14,3,2,14,37,12,64,5,59,35,0,2,1,0,1,7,0,0,1,2,3,25,5,0,64,2,"1"
3,0,21,0,4,1,0,0,0,0,2,0,21,17,66,17,1,7,2,5,3,3,6,22,4,35,4,72,34,0,2,0,0,0,5,0,0,2,1,2,21,4,0,87,2,"1"
4,0,16,0,14,4,0,1,2,1,1,0,22,13,121,12,1,7,1,14,2,1,15,60,13,70,5,74,38,0,2,0,0,0,5,0,0,1,1,2,32,5,0,181,3,"0"
3,0,18,0,14,0,0,2,5,0,2,1,11,14,159,13,2,14,1,17,2,1,13,69,12,89,2,104,46,1,3,0,0,1,6,0,0,1,0,1,26,7,0,156,2,"0"
12,0,17,0,8,8,0,2,1,0,3,0,9,12,96,15,2,15,2,6,3,3,19,38,6,50,9,54,23,0,2,0,0,1,6,0,0,0,1,0,28,2,0,116,3,"1"
5,0,11,0,8,0,0,0,4,1,4,0,15,16,72,10,0,15,3,10,1,5,2,10,8,33,4,71,27,0,3,0,0,0,6,0,0,0,0,2,26,3,0,84,3,"0"
7,0,24,0,6,3,0,1,2,0,1,0,9,13,70,14,1,17,3,7,2,3,8,21,5,36,4,66,35,0,0,0,0,2,5,0,0,1,0,1,22,4,0,77,1,"0"
2,0,18,0,7,0,0,1,1,0,5,0,16,11,34,15,0,14,1,18,4,2,8,22,6,28,1,74,45,0,3,0,0,0,5,0,0,1,0,2,28,5,0,30,3,"1"
0,0,19,0,6,1,0,2,1,0,3,0,13,11,81,15,3,7,1,8,2,1,10,31,4,44,2,57,33,0,1,0,1,0,6,0,0,2,0,1,17,4,0,130,3,"0"
10,0,13,0,9,1,0,2,1,0,2,0,14,23,65,14,1,22,1,6,6,2,5,29,7,33,10,62,30,0,3,2,0,0,8,0,0,1,5,1,24,4,0,64,3,"1"
12,0,4,0,10,2,0,1,1,1,3,0,13,15,97,13,0,11,1,5,7,3,8,23,9,32,7,54,23,0,10,2,0,1,3,0,1,5,1,5,13,12,0,114,1,"1"
7,0,12,0,6,0,0,1,3,0,2,0,12,18,76,15,1,12,0,13,3,1,8,25,5,37,5,51,27,0,0,0,0,0,5,0,0,1,1,0,15,4,0,90,2,"0"
5,0,40,0,8,6,0,1,6,0,5,1,17,18,102,18,2,8,3,21,2,3,6,32,7,45,6,93,49,0,1,0,1,1,10,0,0,2,0,1,39,6,0,91,4,"0"
3,0,24,0,15,2,1,1,7,0,3,0,18,39,100,14,4,16,3,9,3,3,14,34,14,55,2,84,41,0,0,1,0,0,9,0,0,3,0,0,19,4,0,104,0,"1"
4,0,29,0,8,0,0,1,3,1,2,1,8,16,56,18,3,12,1,9,2,3,11,21,7,37,4,67,41,1,2,0,1,0,5,0,0,2,0,2,27,7,1,68,3,"0"
8,0,30,0,9,4,0,1,4,0,0,0,17,21,103,29,2,13,1,13,3,0,13,50,8,60,5,97,53,0,2,1,0,0,3,0,0,2,0,1,28,3,0,97,4,"0"
12,0,29,0,4,1,0,1,1,0,2,0,20,14,67,12,3,14,1,15,1,2,8,21,3,31,4,83,40,0,1,0,1,0,4,0,0,2,0,0,13,3,0,50,4,"1"
8,0,25,0,8,4,0,1,1,1,4,3,14,16,76,19,1,14,2,18,2,3,10,27,7,40,8,83,50,0,4,0,0,0,4,0,1,3,0,2,14,4,0,96,4,"1"
9,0,23,0,1,1,0,1,0,0,3,1,9,12,60,16,1,11,3,13,6,2,2,20,0,29,8,69,41,0,1,0,1,1,5,0,1,4,0,0,26,9,0,71,2,"1"
7,0,22,0,13,1,0,1,8,1,5,1,20,24,101,19,2,4,1,12,7,3,11,36,12,54,7,75,36,0,4,0,1,1,6,0,1,5,1,3,27,6,0,144,0,"1"
3,0,19,0,4,0,0,0,2,0,3,0,11,8,68,15,3,7,1,9,0,1,3,24,4,27,2,62,32,0,3,0,0,0,4,0,0,0,0,0,26,0,0,69,1,"0"
5,0,24,0,5,2,0,1,2,1,2,0,13,12,70,14,3,20,1,14,6,2,4,30,4,39,5,91,64,0,1,0,1,0,5,0,2,2,3,1,22,6,0,62,0,"0"
12,0,17,0,7,0,0,1,3,0,1,0,10,17,69,14,1,15,2,9,3,3,4,25,6,37,7,60,20,0,5,0,0,0,7,0,0,2,1,3,30,6,0,67,2,"1"
6,0,19,0,8,0,0,1,3,0,4,0,14,27,75,9,4,25,0,8,5,3,8,24,7,41,4,71,36,0,2,0,0,0,6,0,1,1,2,3,15,4,0,65,3,"0"
13,0,17,0,11,3,0,2,2,0,2,1,16,9,136,14,4,14,1,10,4,2,10,30,9,53,9,80,39,0,1,0,0,0,7,0,0,2,2,1,27,5,0,124,3,"1"
5,0,13,0,3,1,1,0,2,0,2,0,14,13,88,18,0,14,2,11,0,2,7,24,3,45,3,67,26,0,0,0,0,0,3,0,0,0,0,0,16,1,0,89,4,"0"
3,0,15,0,7,2,0,1,3,0,6,0,20,10,75,21,3,15,2,21,6,3,10,41,6,46,2,84,48,0,1,1,0,1,7,0,0,3,1,0,28,6,0,47,4,"0"
5,0,28,0,6,0,1,1,1,0,1,0,15,20,77,26,3,13,1,11,8,2,12,24,5,35,7,73,44,0,0,3,0,2,5,0,1,4,2,1,18,7,0,84,3,"1"
2,0,15,0,7,1,0,0,4,0,1,0,8,9,59,15,4,11,2,17,2,1,3,16,7,30,3,60,35,0,2,0,0,0,5,0,1,1,0,1,23,2,0,32,1,"0"
5,0,15,0,12,0,0,2,3,0,6,0,13,11,78,22,4,16,2,19,3,4,15,28,10,43,4,68,29,0,1,0,1,0,7,0,0,3,1,1,21,7,0,82,4,"1"
5,0,23,0,9,1,0,2,6,1,5,1,17,15,79,16,2,21,3,13,4,2,16,24,7,42,4,92,49,0,0,0,0,1,5,0,0,1,2,1,20,4,0,112,3,"0"
7,0,34,0,10,1,0,1,7,0,2,0,6,18,64,26,1,17,0,14,5,0,6,34,9,47,4,78,50,0,1,1,0,0,5,0,0,5,1,0,26,5,0,56,3,"0"
6,0,20,0,23,3,0,4,7,2,4,0,21,55,128,11,1,20,5,14,10,7,22,38,19,68,11,88,39,0,8,3,1,0,16,0,0,6,2,4,16,17,0,210,2,"1"
3,0,17,0,6,1,0,1,1,0,0,0,10,7,121,15,0,13,2,7,4,1,13,29,5,43,3,60,23,1,2,1,0,1,8,0,0,3,1,2,20,3,0,125,1,"1"
5,0,21,0,14,1,1,0,9,2,3,0,15,15,81,13,1,10,3,4,3,1,7,32,14,59,3,46,26,0,0,1,0,1,9,0,0,2,1,0,21,2,0,72,2,"0"
0,0,21,0,1,0,0,0,1,0,2,1,17,5,58,11,0,5,1,11,2,2,4,17,1,35,1,74,37,0,2,0,0,0,4,0,0,1,1,2,20,2,0,43,4,"1"
2,0,32,0,7,1,1,0,5,0,0,1,21,9,98,18,2,17,3,14,4,1,3,30,7,64,3,94,57,0,2,0,0,1,6,0,0,2,1,3,20,4,0,133,1,"1"
9,0,31,0,19,2,0,3,6,0,9,1,17,33,88,15,1,14,2,17,7,3,15,24,16,54,13,96,59,0,0,0,0,0,11,0,0,3,3,0,24,9,0,102,2,"0"
15,0,20,0,8,2,0,1,1,0,3,0,11,22,76,20,2,14,0,10,3,4,16,34,7,38,9,72,39,0,4,0,0,1,7,0,1,2,0,7,26,6,0,86,4,"1"
6,0,17,0,10,0,0,2,5,2,6,2,18,17,81,22,3,11,1,14,2,0,7,30,8,49,4,83,44,0,2,0,0,1,5,0,0,1,0,3,15,3,0,61,3,"0"
3,0,34,0,12,2,0,1,6,0,4,0,13,30,70,11,2,18,5,11,5,4,7,34,11,48,5,74,52,0,0,1,1,1,15,0,0,4,0,1,34,9,0,122,1,"1"
10,0,25,0,12,0,0,1,3,0,3,1,13,27,93,19,0,14,2,16,6,5,7,36,11,47,10,91,45,0,4,0,0,0,8,0,1,6,1,3,17,8,0,77,4,"1"
24,0,24,0,32,11,0,7,8,3,7,0,16,30,166,14,1,10,5,21,6,5,14,48,25,71,13,95,55,0,8,0,0,2,10,0,1,3,2,5,19,17,0,169,1,"1"
6,0,14,0,1,1,0,0,0,0,2,0,11,11,38,9,2,14,0,15,1,1,4,10,1,11,2,60,26,0,0,0,1,0,2,0,0,1,0,0,16,2,0,46,1,"0"
7,0,19,0,13,1,0,2,4,1,5,1,21,25,93,16,1,17,4,17,6,5,13,38,11,49,5,85,43,0,4,0,0,0,6,0,1,3,1,6,23,10,0,103,0,"1"
4,0,11,0,6,2,0,0,3,0,1,0,17,14,112,13,2,20,2,17,4,5,12,32,6,54,4,74,29,0,2,0,0,0,9,0,1,3,1,2,23,4,0,126,1,"1"
6,0,8,0,7,3,0,0,1,1,3,0,8,20,78,16,0,4,3,13,2,3,19,40,7,39,6,51,29,0,2,0,0,0,9,0,0,0,0,2,22,4,0,90,1,"0"
2,0,16,0,12,1,0,1,4,1,3,0,11,14,90,23,1,9,1,7,5,6,31,37,11,57,4,47,19,0,0,1,0,1,13,0,1,2,2,0,22,6,0,83,4,"1"
4,0,23,0,6,5,0,1,3,1,2,1,16,15,110,13,2,20,2,13,4,2,9,39,5,64,7,91,49,0,2,0,0,0,4,0,0,1,2,1,14,3,1,140,0,"0"
1,0,31,0,7,0,0,0,4,0,2,0,14,13,94,24,1,18,2,15,4,2,10,46,7,66,0,92,50,0,2,3,0,0,5,0,0,0,2,0,21,8,0,67,2,"1"
1,0,13,0,5,1,0,0,1,1,5,0,10,14,64,12,1,9,1,10,2,1,17,28,5,40,1,59,29,1,1,0,0,0,6,0,0,1,2,2,22,2,0,76,2,"0"
12,0,20,0,6,5,0,0,4,1,4,0,11,15,62,11,0,11,2,5,4,6,10,13,6,29,12,52,27,0,0,1,1,0,9,0,0,2,2,0,15,6,0,60,1,"1"
3,0,25,0,11,0,0,0,5,0,3,0,7,15,83,17,1,8,5,7,1,4,3,20,11,53,2,68,43,0,2,0,0,0,5,0,0,0,0,2,13,4,0,129,3,"0"
6,0,33,0,22,1,0,2,5,1,4,0,11,17,159,12,0,31,6,17,5,7,21,59,20,70,4,113,66,0,3,1,0,1,10,0,1,4,0,5,22,12,0,204,3,"1"
6,0,37,0,16,8,0,0,9,2,4,0,13,28,91,15,2,15,3,15,4,1,9,32,16,60,7,85,56,0,3,0,0,1,9,0,1,2,0,0,22,7,0,136,1,"1"
1,0,28,0,7,0,0,0,3,0,2,0,18,7,77,19,1,15,5,10,2,8,8,19,7,43,0,78,40,0,1,0,1,0,8,0,0,1,0,1,18,3,0,67,1,"0"
26,0,29,0,7,2,0,3,3,1,4,0,30,27,74,12,1,15,1,14,3,4,14,33,4,47,16,85,52,0,0,0,0,0,8,0,1,1,1,1,30,5,0,137,3,"1"
13,0,21,0,7,1,0,0,5,0,1,1,13,18,67,23,4,10,1,5,2,2,10,25,7,40,9,84,42,0,0,0,0,0,7,0,1,1,0,2,35,5,0,65,2,"0"
3,0,32,0,8,1,0,2,4,0,2,0,23,15,65,18,3,20,2,15,2,3,7,21,6,33,2,93,44,0,2,0,0,0,4,0,1,1,0,1,19,1,0,53,4,"1"
4,0,19,0,5,0,0,0,3,1,1,0,10,11,71,16,2,19,1,14,2,0,12,29,5,40,3,73,39,0,0,0,0,1,2,0,0,1,0,2,21,1,0,71,4,"0"
11,0,11,0,16,7,0,1,4,0,5,0,17,13,130,14,1,11,3,11,3,7,14,47,15,49,6,68,21,0,3,0,0,0,10,0,1,2,1,1,15,6,0,167,1,"1"
17,0,15,0,16,5,0,0,6,0,2,0,9,14,112,10,0,14,2,12,4,3,21,50,16,67,12,65,26,0,10,0,0,0,8,0,1,3,0,5,21,6,0,119,0,"1"
4,0,20,0,21,3,0,3,5,0,8,0,13,26,181,17,1,6,5,8,6,10,45,101,18,108,7,104,47,1,2,0,0,0,16,0,0,4,2,4,17,8,0,210,2,"0"
7,0,11,0,8,0,0,1,3,0,3,1,9,18,58,8,1,18,3,5,4,5,6,15,7,32,10,58,19,0,1,0,0,1,7,0,2,1,1,2,9,6,0,53,1,"1"
14,0,21,0,17,13,0,2,5,0,2,0,18,15,110,18,0,7,1,17,3,3,25,44,15,62,11,82,36,0,7,0,0,0,6,0,0,2,0,7,11,4,0,189,1,"1"
10,0,9,0,6,2,0,0,4,1,4,0,17,10,62,17,0,8,1,12,2,1,6,19,6,34,4,69,31,0,0,0,0,2,2,0,0,1,2,0,19,5,0,71,3,"0"
0,0,17,0,11,2,0,0,8,1,2,0,15,25,87,18,1,4,1,10,2,4,10,38,11,55,2,62,35,0,2,0,0,0,8,0,1,2,1,0,18,3,0,111,4,"0"
8,0,20,0,14,3,0,1,5,0,9,1,18,20,100,16,0,13,8,10,5,8,7,39,13,53,5,74,45,0,2,2,0,1,14,0,0,0,1,2,32,14,0,138,5,"0"
7,0,15,0,9,2,0,3,3,1,2,0,8,20,120,14,2,17,2,3,3,2,7,36,6,45,5,60,37,0,0,0,0,1,6,0,0,3,1,0,18,7,0,134,2,"1"
4,0,14,0,2,1,1,0,1,0,0,0,14,7,41,16,0,10,1,7,2,1,1,8,2,12,4,56,25,0,0,0,0,0,2,0,0,0,1,0,11,1,0,45,3,"0"
7,0,15,0,11,0,0,1,5,2,4,0,18,12,77,18,1,17,3,10,3,6,10,34,10,52,5,66,26,0,3,0,0,2,7,0,1,2,0,1,21,4,0,53,5,"0"
1,0,14,0,3,0,0,0,1,0,2,1,10,10,105,8,0,10,0,9,0,0,10,33,3,60,3,65,36,0,2,0,0,0,1,0,0,1,0,1,14,1,0,140,3,"0"
11,0,7,0,15,4,0,2,8,3,2,0,11,16,100,8,3,5,7,13,1,2,24,51,13,69,8,69,34,0,1,0,0,0,7,0,0,1,0,1,10,3,0,153,2,"0"
3,0,17,0,12,3,0,1,4,1,2,0,18,24,104,10,4,13,0,12,3,1,11,46,11,60,2,91,44,0,1,0,1,0,4,0,0,1,2,0,31,2,0,182,1,"0"
13,0,23,0,17,4,0,2,9,0,9,2,20,29,130,10,0,17,3,12,6,6,21,69,15,73,14,93,51,0,1,0,0,0,11,0,0,2,2,5,21,4,0,149,2,"0"
5,0,14,0,5,0,0,2,1,0,1,2,11,15,62,12,1,17,0,6,3,0,4,10,3,18,4,62,22,0,2,0,1,1,0,0,0,3,1,3,16,5,0,42,1,"1"
2,0,27,0,24,2,0,2,9,3,4,0,12,24,87,8,1,8,6,13,8,7,8,30,22,65,8,63,32,0,2,1,0,2,12,0,2,5,2,1,33,13,0,107,2,"1"
7,0,32,0,9,3,1,0,7,2,3,0,17,11,89,11,1,10,3,10,1,1,9,33,9,44,7,66,40,0,1,1,0,0,13,0,0,1,0,1,24,2,0,145,2,"0"
8,0,21,0,9,2,0,0,5,1,4,0,18,18,84,15,1,5,2,6,2,2,6,28,9,48,6,52,25,0,2,0,0,0,9,0,0,1,2,2,25,1,1,78,1,"0"
8,0,38,0,8,2,0,2,4,1,1,0,16,6,63,21,1,20,0,27,3,2,7,15,6,34,3,95,51,0,1,1,1,0,5,0,0,3,0,1,17,7,0,42,2,"1"
5,0,10,0,8,1,0,0,5,2,1,1,13,16,92,10,2,18,5,17,2,4,8,24,8,52,5,77,28,0,2,1,0,0,8,0,0,1,1,4,29,6,0,94,2,"0"
6,0,7,0,14,3,0,3,6,2,6,0,10,20,63,11,2,8,3,6,5,3,15,28,12,37,6,39,19,0,0,0,0,0,7,0,1,1,2,0,23,5,0,60,0,"1"
6,0,27,0,17,2,1,4,3,1,1,2,8,16,110,17,1,12,3,7,6,6,17,34,14,77,10,65,35,0,3,0,1,1,11,0,1,5,0,4,20,13,0,128,1,"1"
16,0,16,0,16,2,0,3,4,3,5,0,17,17,95,26,1,14,2,12,4,5,13,37,13,51,10,84,40,1,2,1,0,1,6,0,1,1,2,0,24,10,0,106,3,"0"
7,0,11,0,11,2,0,1,3,0,1,1,5,19,107,10,1,16,1,12,0,2,7,28,10,48,7,58,26,0,3,0,0,0,6,0,0,0,0,3,19,3,0,118,3,"0"
7,0,21,0,9,0,0,1,5,1,1,0,21,23,97,11,5,14,3,8,4,6,17,38,8,61,5,64,27,0,0,1,0,0,13,0,1,3,0,0,15,6,0,120,1,"0"
3,0,36,0,7,1,0,0,3,0,3,0,14,15,76,21,2,15,3,12,1,1,2,18,7,45,1,85,45,0,0,0,0,0,5,0,0,0,0,1,22,1,0,66,5,"0"
4,0,20,0,5,1,0,1,1,0,2,0,19,15,65,20,4,12,2,12,2,2,6,17,4,34,2,77,57,0,3,0,0,0,6,0,0,1,1,2,21,3,0,62,2,"1"
3,0,19,0,3,1,0,0,2,0,1,0,12,10,58,17,2,14,2,13,2,2,2,16,3,29,2,63,38,0,1,0,0,0,4,0,0,0,1,0,12,2,0,48,3,"0"
1,0,18,0,2,1,0,0,0,0,3,0,9,12,68,12,0,12,0,7,0,0,8,21,2,35,1,61,32,0,0,0,0,0,0,0,0,0,0,1,6,1,0,75,2,"0"
4,0,25,0,9,0,0,0,7,1,4,0,8,19,68,18,2,22,1,14,1,2,7,27,9,39,5,67,33,0,1,0,0,1,6,0,0,1,0,0,25,2,0,55,3,"0"
2,0,24,0,5,3,0,2,1,0,2,1,13,9,70,9,2,14,1,29,4,4,15,35,3,38,3,90,43,0,1,2,0,1,6,0,0,0,4,0,17,3,0,96,2,"0"
6,0,10,0,6,1,0,2,2,0,2,0,5,23,71,14,2,6,2,12,3,1,12,25,4,37,5,50,21,2,3,0,0,0,6,0,0,1,2,4,18,1,0,58,1,"0"
7,0,18,0,14,1,1,3,1,0,3,0,12,17,98,26,0,17,2,11,4,4,8,43,11,56,3,65,31,0,0,0,1,0,5,0,0,4,0,6,22,9,0,80,2,"1"
