"acceleration_success","action_in_counterattack_success","aerial_duel_success","ball_delivery_to_danger_zone_success","ball_delivery_to_penalty_area_success","ball_entry_in_final_third_success","controlled_box_entry_success","controlled_penalty_area_entry_success","cross_to_penalty_area_success","cross_to_goalie_box_success","dangerous_opponent_half_recovery_success","dangerous_own_half_loss_success","defensive_duel_success","dribble_success","forward_pass_success","foul","free_kick_success","interception_success","key_pass_success","loose_ball_duel_success","opportunity_success","opportunity_creation_success","pass_to_zone_fourteen_success","pass_to_final_third_success","pass_to_penalty_area_success","progressive_pass_success","progressive_run_success","recovery_success","recovery_counterpressing_success","red_cards","smart_pass_success","shot_after_corner_success","shot_after_free_kick_success","shot_after_throw_in_success","shot_assist_success","shot_buildup_pass_success","shot_from_cross_success","shot_from_danger_zone_success","shot_from_outside_area_success","through_pass_success","throw_in_success","touch_in_box_success","touch_success","vertical_pass_success","yellow_cards","result"
5,0,15,0,10,3,0,0,2,0,2,0,19,8,89,7,3,33,2,18,5,2,18,44,10,53,4,119,59,0,4,0,2,1,7,0,0,2,4,7,27,5,0,70,1,"1"
4,0,21,0,7,2,0,2,2,0,7,0,27,34,102,14,2,16,0,20,6,4,16,44,5,58,3,111,60,0,2,0,0,2,8,0,0,0,3,2,38,6,0,91,1,"0"
14,0,15,0,10,2,0,2,1,0,4,0,9,12,103,10,1,16,1,7,1,2,3,20,8,46,12,66,22,0,5,0,0,0,4,0,0,0,0,4,26,2,0,82,3,"0"
9,0,14,0,11,1,1,2,1,0,2,0,16,21,47,9,1,15,3,15,7,3,6,11,9,24,7,55,23,0,4,0,0,3,9,0,1,2,3,4,13,7,0,30,0,"1"
0,0,8,0,12,0,0,1,5,0,6,0,8,17,69,13,0,10,2,12,4,4,13,33,11,42,1,54,26,0,0,0,0,0,9,0,0,1,0,0,18,7,0,83,2,"0"
6,0,24,0,4,0,0,0,2,0,1,0,11,11,92,16,0,12,1,7,1,1,8,31,4,46,5,69,30,0,4,0,0,1,4,0,0,1,0,2,20,5,0,102,4,"0"
5,0,14,0,9,3,0,1,6,0,2,0,17,24,112,15,1,14,0,10,2,1,21,59,8,64,8,89,47,0,1,2,0,0,4,0,0,1,1,0,28,8,0,151,1,"0"
15,0,20,0,9,2,1,2,2,0,6,0,9,13,62,16,1,15,6,13,6,6,19,29,7,47,4,66,32,0,2,1,0,1,10,0,0,3,3,3,12,7,0,69,1,"1"
5,0,24,0,6,0,0,0,2,0,4,0,12,9,101,17,1,17,2,16,0,2,12,23,6,47,3,86,52,1,0,0,0,0,6,0,0,0,0,0,29,5,0,90,4,"0"
0,0,22,0,12,1,0,0,2,0,2,0,6,20,79,16,0,18,0,14,0,0,13,29,12,49,1,81,33,0,0,0,0,0,4,0,0,0,0,2,23,3,0,47,2,"0"
5,0,46,0,6,3,0,2,3,0,6,0,17,15,96,18,1,17,2,22,6,3,19,35,4,60,6,101,60,0,4,0,0,0,7,0,1,3,0,1,24,7,0,67,3,"0"
4,0,21,0,2,1,0,0,1,0,2,1,6,8,80,16,0,12,0,11,4,0,16,37,2,56,2,79,36,0,0,1,0,2,3,0,0,0,3,0,32,3,0,78,3,"0"
3,0,26,0,10,1,0,2,3,0,7,0,12,16,85,15,2,14,3,13,0,4,16,30,8,56,3,85,50,0,1,0,0,0,8,0,0,0,0,2,20,5,0,76,2,"0"
4,0,26,0,9,2,0,0,2,0,5,0,6,12,78,16,2,10,2,9,5,3,6,31,9,42,5,82,48,0,1,0,0,0,5,0,0,1,3,0,14,5,0,47,1,"1"
7,0,10,0,14,4,1,6,2,1,4,1,16,37,97,11,3,24,1,22,6,4,20,49,8,52,13,102,39,0,3,0,0,0,8,0,1,2,3,1,20,7,0,84,2,"0"
6,0,19,0,21,1,1,4,4,0,9,1,7,21,107,8,5,15,4,24,7,5,7,44,17,64,9,101,49,0,1,0,2,0,11,0,2,5,1,5,13,13,0,160,1,"1"
2,0,22,0,7,1,0,1,2,1,2,1,10,14,66,14,0,9,0,14,2,2,9,16,6,44,5,65,34,0,0,0,1,1,3,0,0,2,1,1,21,2,0,86,1,"1"
4,0,27,0,2,1,0,0,0,1,3,0,9,16,53,16,0,9,0,19,2,0,11,30,2,35,5,72,43,0,0,0,0,1,5,0,0,1,0,0,15,5,0,108,2,"0"
3,0,25,0,16,2,2,3,5,1,3,0,22,34,122,20,1,20,4,19,7,6,12,33,13,54,5,96,49,0,3,2,0,1,11,0,0,7,1,3,15,10,0,117,2,"1"
5,0,27,0,11,0,0,1,3,1,6,0,23,43,93,10,2,13,1,5,4,1,13,34,10,50,4,100,50,0,4,2,0,0,9,0,0,1,3,1,24,3,0,88,3,"0"
6,0,20,0,11,0,0,0,2,0,4,0,13,12,61,18,1,17,4,3,4,4,14,30,11,42,4,67,37,0,3,1,0,1,8,0,1,3,1,6,7,4,0,42,2,"1"
6,0,39,0,6,2,0,1,1,0,4,0,38,13,101,17,4,15,2,10,4,1,12,39,5,58,4,122,70,0,5,0,1,0,6,0,0,1,3,2,26,2,0,82,2,"1"
2,0,20,0,8,4,0,1,5,1,0,0,17,24,97,13,3,20,0,15,1,1,10,35,7,52,3,93,57,0,0,0,0,0,3,0,1,0,1,2,34,1,0,89,1,"0"
7,0,28,0,9,3,0,3,5,0,2,0,17,25,51,14,1,13,5,7,3,3,9,18,6,27,7,69,36,0,1,0,0,0,5,0,0,1,2,0,11,4,0,58,2,"1"
1,0,25,0,11,0,0,0,4,2,0,0,16,26,86,17,0,25,2,10,1,0,10,38,11,45,5,103,55,0,1,0,0,1,3,0,0,1,0,0,26,6,0,65,0,"0"
3,0,36,0,13,2,0,0,5,0,0,0,10,22,137,18,0,10,2,9,2,2,12,67,13,74,3,97,52,0,3,1,0,0,4,0,0,2,0,0,18,5,0,194,2,"1"
3,0,18,0,3,2,0,0,1,0,2,0,18,11,34,13,2,7,1,7,1,1,7,14,3,21,2,63,28,0,1,0,0,0,1,0,0,0,1,0,8,2,0,30,2,"0"
4,0,20,0,11,3,0,2,7,0,1,0,8,28,95,10,1,7,3,11,7,2,5,37,9,48,6,77,44,0,0,0,0,1,9,0,1,2,3,1,31,9,0,73,3,"1"
5,0,25,0,1,4,0,0,1,0,0,0,14,8,96,20,0,11,0,21,1,1,8,26,1,41,5,91,60,0,0,0,0,0,1,0,0,0,1,0,17,0,0,77,1,"0"
3,0,28,0,6,1,0,0,3,0,4,0,13,15,62,25,4,18,2,14,2,2,8,19,6,32,3,87,48,0,0,0,0,1,3,0,0,0,2,0,21,2,0,46,5,"0"
12,0,25,0,7,1,0,1,4,0,2,3,11,24,95,13,1,26,0,20,2,1,8,34,6,38,6,98,41,0,1,0,0,0,2,0,0,1,1,0,21,4,0,78,1,"0"
2,0,22,0,16,1,0,2,7,0,8,0,19,27,124,12,0,21,1,28,6,3,34,67,14,99,2,123,67,0,0,1,0,1,16,0,1,3,1,0,27,6,0,142,2,"0"
9,0,22,0,8,1,0,2,2,0,1,0,10,14,112,15,1,16,2,13,5,5,9,45,6,61,7,74,35,0,0,1,0,0,10,0,0,2,1,1,9,6,0,129,1,"0"
5,0,29,0,2,3,0,0,0,0,1,1,15,8,73,14,3,16,1,11,4,2,14,14,2,31,4,92,40,1,1,0,0,0,5,0,0,0,1,1,23,3,0,51,3,"1"
3,0,28,0,17,2,0,0,5,2,6,0,13,24,107,16,1,31,8,16,7,7,18,44,17,67,3,106,66,0,4,2,0,0,15,0,0,6,1,3,28,18,0,162,2,"1"
5,0,18,0,2,0,0,1,0,0,2,1,21,13,42,21,2,7,0,12,1,0,2,10,1,12,3,66,32,0,0,0,0,1,1,0,0,0,1,0,18,0,0,45,3,"0"
1,0,27,0,5,1,0,0,2,0,4,0,20,18,71,14,3,16,3,14,2,2,10,29,5,32,2,97,55,0,1,0,0,0,6,0,0,1,1,2,31,2,0,47,1,"1"
0,0,31,0,5,0,0,0,1,1,2,0,23,9,88,19,1,11,1,29,0,2,16,44,5,57,0,101,62,1,2,0,0,0,8,0,0,0,0,2,37,3,0,52,3,"0"
2,0,16,0,11,4,0,1,3,1,7,0,4,20,89,14,0,12,2,13,1,4,26,40,10,51,4,72,26,0,0,0,0,0,5,0,0,0,2,1,18,5,0,121,1,"0"
4,0,13,0,5,1,0,0,0,0,3,0,12,19,43,16,0,17,0,12,4,1,16,25,5,25,5,65,23,0,2,2,0,1,3,0,0,2,2,2,16,6,0,56,0,"1"
14,0,31,0,7,4,0,3,1,0,4,0,10,19,100,17,0,17,2,21,7,1,9,43,4,60,10,97,45,0,1,2,0,1,6,0,0,4,2,4,26,11,0,71,4,"1"
7,0,22,0,12,2,0,1,3,1,5,0,20,17,144,5,3,14,0,16,4,2,18,56,11,73,6,94,42,0,1,2,0,1,8,0,0,2,0,1,31,11,0,127,2,"0"
11,0,16,0,6,0,0,0,2,0,2,4,11,6,110,13,0,17,1,15,4,5,13,41,6,62,2,75,37,0,1,0,0,0,7,0,1,3,2,2,19,3,0,133,1,"0"
9,0,34,0,14,1,1,1,5,1,5,1,14,7,113,15,0,7,0,13,5,6,15,49,13,67,7,88,48,0,2,0,0,0,9,0,0,3,1,1,36,8,0,106,1,"1"
2,0,12,0,6,2,0,0,3,0,2,0,9,5,84,7,1,26,0,12,0,1,12,22,6,45,2,50,19,0,1,0,0,0,2,0,0,0,0,2,23,1,0,90,1,"0"
4,0,17,0,6,1,0,3,0,0,4,0,12,7,73,15,0,14,2,17,3,1,10,27,3,35,3,53,30,0,4,1,0,0,5,0,0,3,1,3,12,5,0,89,1,"1"
11,0,20,0,6,1,0,1,2,1,1,1,13,13,94,11,3,32,0,14,1,2,18,42,5,64,3,87,47,0,1,0,1,0,4,0,0,0,3,2,8,3,0,137,2,"0"
3,0,26,0,6,0,0,1,2,0,3,0,18,18,49,14,3,20,1,24,2,0,8,16,5,30,5,81,36,0,3,0,0,0,3,0,0,1,1,3,12,3,0,38,3,"0"
1,0,20,0,16,3,0,0,5,0,4,0,16,17,96,10,1,10,6,13,3,7,16,34,16,72,1,101,47,0,5,1,0,0,9,0,0,3,0,10,10,14,0,141,0,"0"
2,0,30,0,10,2,0,0,7,0,8,0,11,13,111,17,0,12,3,18,5,3,8,36,10,53,4,104,44,0,4,0,0,1,7,0,1,2,3,4,17,6,0,94,6,"0"
2,0,32,0,6,0,1,1,0,0,0,1,9,17,89,11,0,9,1,15,1,1,29,32,5,47,1,77,43,0,4,0,0,0,2,0,0,1,0,4,24,2,0,60,2,"0"
4,0,15,0,10,2,1,2,3,0,2,0,5,16,48,11,2,4,4,22,7,6,11,24,8,26,5,48,30,0,2,1,1,0,10,0,0,4,2,1,10,10,0,63,2,"1"
1,0,6,0,9,0,0,1,7,0,2,0,18,4,65,12,0,16,2,4,2,2,6,29,8,44,2,61,24,0,1,0,0,0,6,0,0,3,0,0,24,2,0,102,1,"0"
4,0,24,0,8,1,0,0,4,1,4,0,17,14,104,22,1,8,0,28,3,1,10,32,8,55,5,106,56,0,0,0,0,0,5,0,0,3,0,1,24,4,0,78,2,"0"
2,0,27,0,7,3,0,1,4,1,1,0,10,17,102,20,3,12,1,20,1,2,9,44,6,64,2,88,53,0,1,0,0,0,2,0,0,1,0,0,27,2,0,68,3,"0"
1,0,29,0,13,6,1,3,1,0,0,0,17,15,119,20,3,10,4,27,3,2,17,47,10,77,2,102,50,0,3,1,0,0,7,0,0,3,1,4,18,5,1,172,2,"1"
3,0,17,0,1,2,0,0,0,0,0,0,5,8,56,22,2,10,0,14,1,1,14,23,1,38,1,59,40,0,1,0,1,0,2,0,0,1,0,0,7,1,0,57,3,"0"
5,0,21,0,15,0,0,2,3,0,3,1,13,34,149,7,0,13,5,11,4,3,16,66,13,90,6,94,45,0,3,0,0,1,8,0,1,1,3,4,32,5,0,203,1,"0"
2,0,13,0,11,3,0,2,3,1,5,0,19,12,70,13,2,16,4,3,2,2,11,26,9,38,5,69,24,0,1,0,0,1,4,0,0,2,0,1,16,5,0,95,2,"1"
5,0,13,0,6,1,0,1,3,0,1,0,14,16,32,19,3,10,1,14,6,0,9,13,5,22,6,58,32,1,6,1,0,1,5,0,0,4,2,0,11,5,0,43,4,"0"
4,0,26,0,5,2,0,0,3,1,4,0,14,17,83,19,1,11,2,14,3,3,7,38,5,53,2,77,48,0,3,0,0,1,5,0,1,1,2,1,13,4,0,146,3,"1"
1,0,29,0,8,4,0,2,1,1,5,1,12,11,83,16,0,10,4,9,6,7,26,40,6,46,2,76,39,0,0,1,0,1,11,0,1,3,0,2,23,7,0,111,3,"1"
2,0,11,0,4,1,0,0,1,0,4,0,6,5,76,10,2,5,0,9,1,2,5,25,4,43,3,49,24,0,0,0,0,0,5,0,0,1,0,0,11,1,0,61,1,"0"
3,0,24,0,14,2,0,0,7,1,6,1,19,8,99,14,4,25,4,16,1,2,10,33,14,59,4,105,50,0,3,0,0,0,5,0,0,0,1,4,26,0,0,66,1,"0"
6,0,35,0,16,4,0,1,2,1,5,0,25,25,113,13,0,18,4,18,6,6,20,36,15,61,6,117,79,0,5,1,0,1,9,0,1,2,2,6,36,15,0,148,1,"1"
5,0,17,0,4,2,0,0,2,0,3,0,16,14,69,10,0,20,1,7,1,1,7,13,4,28,3,83,42,0,1,0,0,0,2,0,0,1,0,1,14,4,0,58,0,"0"
6,0,16,0,25,8,0,2,12,1,6,1,17,24,132,8,3,17,7,16,10,2,33,47,23,80,7,73,42,0,8,1,1,0,10,0,0,8,1,5,25,15,0,150,1,"1"
10,0,21,0,5,2,0,2,1,0,3,0,18,24,102,19,1,22,1,14,1,2,18,43,3,65,5,88,33,0,3,0,0,0,6,0,0,0,1,1,12,0,0,113,1,"0"
10,0,22,0,7,1,0,1,3,0,3,0,13,31,120,20,0,25,1,11,3,3,8,41,6,67,4,97,41,0,3,1,0,0,8,0,0,0,1,1,15,6,0,149,4,"1"
9,0,26,0,5,0,0,1,2,1,2,1,9,15,57,14,1,24,2,20,2,3,18,22,4,35,10,76,31,1,1,0,0,1,11,0,0,0,1,2,19,3,0,55,4,"1"
11,0,31,0,9,4,0,2,3,1,1,0,19,26,107,19,1,22,1,14,3,3,28,33,7,62,7,102,48,0,2,0,1,0,4,0,1,3,0,2,26,10,0,104,1,"1"
3,0,14,0,12,1,0,0,4,2,4,0,17,18,81,17,1,9,3,10,0,1,6,26,12,40,0,92,44,0,0,0,0,0,3,0,0,0,0,2,22,0,0,76,1,"0"
10,0,20,0,13,1,0,2,4,1,4,1,18,17,113,19,1,12,0,13,3,2,28,45,11,64,9,78,38,0,2,0,0,0,5,0,0,1,2,2,36,7,0,110,2,"0"
8,0,10,0,13,0,1,1,7,2,4,0,12,10,70,13,1,15,4,8,6,8,13,32,12,46,6,58,31,0,1,0,0,1,13,0,2,3,2,0,26,14,0,71,2,"1"
2,0,9,0,14,0,0,0,5,0,4,0,9,16,70,15,1,9,0,12,0,1,12,34,14,55,2,56,31,0,0,0,0,0,4,0,0,0,0,0,30,2,0,87,3,"0"
3,0,19,0,8,0,0,0,3,1,3,0,7,9,52,15,0,10,1,16,5,4,2,18,8,23,3,56,28,0,0,0,2,0,5,0,0,4,0,2,13,7,0,33,3,"1"
5,0,29,0,26,3,0,1,11,0,7,0,11,21,154,16,1,16,2,19,5,6,25,64,25,95,2,114,60,0,3,0,0,1,10,0,0,4,1,3,24,12,0,211,2,"1"
2,0,21,0,6,2,0,0,1,0,4,0,15,13,86,14,1,15,1,11,5,2,15,26,6,44,4,78,33,0,1,0,0,0,4,0,0,0,2,2,16,3,0,72,1,"0"
9,0,17,0,10,6,0,3,4,2,1,1,13,13,120,14,2,4,0,11,4,0,21,29,7,51,7,69,30,0,2,0,0,0,3,0,0,0,3,2,24,5,0,129,1,"0"
10,0,7,0,17,2,0,2,4,1,7,0,13,12,108,12,2,12,0,19,5,3,17,36,15,55,7,86,39,0,0,0,1,0,13,0,1,1,1,1,21,6,0,89,1,"1"
4,0,15,0,9,1,0,2,2,0,2,0,8,29,74,22,1,9,0,13,5,4,7,26,7,38,2,63,30,0,1,3,0,1,7,0,0,1,2,3,21,7,0,52,3,"1"
3,0,13,0,3,1,0,0,1,0,2,0,0,12,88,13,1,15,2,16,4,3,8,34,3,54,1,61,30,0,0,0,1,0,4,0,1,2,1,0,13,4,0,97,2,"0"
7,0,33,0,8,6,0,1,0,0,5,0,12,12,92,12,0,18,2,17,2,1,16,33,7,53,3,93,44,0,3,1,0,0,5,0,0,2,0,1,16,4,0,123,1,"1"
0,0,19,0,11,1,0,1,7,1,3,0,13,14,74,7,4,9,0,15,0,0,21,45,10,55,6,73,44,0,0,0,0,0,4,0,0,0,0,0,26,2,0,104,1,"0"
1,0,15,0,1,1,0,1,0,0,5,0,5,7,53,16,1,10,1,9,2,2,11,27,0,32,0,67,40,0,0,0,0,0,4,0,0,3,0,0,12,4,0,52,3,"0"
0,0,25,0,7,0,0,0,3,2,5,0,11,10,40,13,1,12,1,9,1,0,4,17,7,22,1,61,41,0,1,0,0,0,2,0,0,1,1,1,25,6,0,49,2,"1"
5,0,24,0,7,1,0,0,2,0,7,0,11,4,70,14,0,20,0,7,1,2,9,29,7,35,3,90,57,0,3,0,0,0,5,0,0,0,1,2,16,2,0,94,3,"0"
9,0,32,0,18,1,0,3,8,3,1,0,10,27,78,15,4,15,3,12,2,3,11,31,15,45,10,85,59,0,1,0,0,0,7,0,0,2,0,0,24,7,0,84,2,"0"
10,0,16,0,6,0,0,1,2,1,1,0,13,25,68,15,0,6,3,11,1,2,7,23,5,35,10,44,25,0,6,0,0,1,8,0,1,1,0,4,10,7,0,100,0,"1"
12,0,16,0,5,2,0,0,2,0,1,1,8,12,76,17,0,7,1,8,2,2,7,26,5,34,5,59,25,0,4,0,0,0,4,0,0,0,2,3,5,1,0,86,2,"0"
4,0,35,0,19,4,0,2,5,0,5,0,27,24,110,12,3,16,1,10,4,2,18,54,17,88,6,112,68,0,0,0,0,0,6,0,0,1,3,4,23,5,0,128,0,"1"
1,0,6,0,5,0,0,0,0,1,6,0,11,5,53,7,0,5,1,7,2,3,10,23,5,43,1,63,30,0,2,0,0,0,7,0,0,0,2,1,27,2,0,98,2,"0"
3,0,26,0,12,0,0,4,4,0,0,0,13,24,115,12,1,16,3,9,5,3,18,41,8,53,6,89,34,0,5,0,0,0,5,0,0,2,2,3,21,9,0,122,4,"1"
1,0,25,0,5,0,0,0,2,0,2,0,13,9,60,18,3,19,0,12,0,1,4,30,5,34,1,80,51,1,2,0,0,0,3,0,0,0,0,0,15,0,0,23,4,"0"
3,0,14,0,6,1,1,0,3,0,2,0,7,11,65,16,1,10,1,14,3,0,8,24,6,45,2,48,37,0,2,0,1,0,3,0,0,2,2,0,18,1,0,39,0,"1"
1,0,17,0,6,1,0,1,1,0,0,0,19,9,42,11,4,20,0,10,4,1,3,12,5,20,1,65,39,0,1,1,0,0,5,0,0,3,1,0,9,7,0,18,3,"0"
3,0,26,0,3,2,0,0,1,0,1,0,9,15,69,15,0,15,1,12,3,2,6,25,3,33,4,73,35,0,1,0,0,2,4,0,1,2,0,0,20,5,0,79,2,"1"
3,0,10,0,6,1,0,0,3,0,4,0,12,5,69,15,3,7,1,9,5,4,8,23,6,28,2,49,24,0,0,1,0,0,8,0,0,1,2,0,4,4,0,107,1,"0"
3,0,16,0,12,4,0,0,5,0,4,0,9,12,113,12,1,20,3,14,5,3,20,56,12,77,2,101,51,0,1,0,0,1,5,0,1,4,1,3,29,10,0,141,2,"1"
3,0,12,0,5,1,0,1,2,0,1,1,4,9,61,14,0,13,0,10,0,0,5,18,4,29,2,49,24,0,0,0,0,0,0,0,0,0,0,0,17,1,0,91,1,"0"
6,0,15,0,9,1,1,1,1,2,5,1,14,20,96,16,1,14,2,15,7,6,10,35,8,54,3,73,37,0,4,0,1,1,10,0,1,4,3,4,27,10,0,68,2,"1"
8,0,14,0,4,1,0,0,1,0,1,0,8,6,58,10,2,8,2,2,1,2,8,22,4,30,5,45,18,0,1,0,0,0,3,0,0,0,1,2,8,2,0,72,0,"0"
1,0,28,0,10,0,0,0,4,0,5,0,17,6,70,22,0,14,3,17,3,0,14,29,10,42,1,97,64,0,0,0,0,1,4,0,0,1,0,1,19,5,0,68,1,"0"
4,0,34,0,15,2,0,0,2,0,5,1,20,19,117,14,1,18,1,10,1,2,27,36,15,56,4,105,56,0,0,0,0,0,4,0,0,1,1,1,32,2,0,110,0,"1"
5,0,14,4,10,1,0,1,0,0,3,0,22,15,66,8,3,17,0,11,3,1,5,23,9,37,5,90,39,0,3,0,0,0,4,17,0,1,2,6,3,4,0,58,1,"0"
2,0,3,9,13,5,0,0,10,2,3,0,18,26,123,9,1,16,1,16,3,5,36,53,13,77,4,93,42,0,3,0,1,1,6,23,0,2,0,5,19,8,0,144,1,"0"
1,0,25,7,10,0,0,1,4,1,4,0,8,23,78,8,1,19,0,14,6,4,25,42,9,54,3,72,38,0,1,0,0,0,9,32,0,4,2,4,16,7,0,94,0,"1"
5,0,16,0,11,0,0,1,3,1,2,0,13,15,82,7,2,12,3,15,5,6,11,30,10,55,5,82,36,0,0,0,1,0,7,0,0,2,3,4,11,5,0,76,1,"1"
4,0,12,0,11,4,0,0,2,0,2,0,17,20,125,18,1,13,1,19,3,5,12,48,11,88,4,92,42,0,0,0,0,0,9,0,0,1,1,4,25,5,0,163,2,"0"
3,0,22,0,7,0,0,0,3,1,3,0,11,17,95,16,1,25,0,18,2,0,10,44,7,53,2,95,51,1,1,1,0,0,6,0,0,2,0,2,9,2,0,72,3,"0"
8,0,16,0,21,7,0,2,7,1,3,0,21,21,146,14,2,17,1,32,5,1,43,64,19,91,10,100,56,0,1,0,0,1,7,0,0,2,3,1,35,7,0,166,1,"0"
10,0,16,0,7,1,0,0,4,1,3,1,23,11,77,20,0,21,1,34,5,2,11,20,7,38,4,99,42,1,1,0,0,0,3,0,1,0,2,0,15,4,0,48,2,"1"
11,0,16,0,10,2,0,2,4,0,3,0,18,15,95,19,2,17,1,18,3,2,14,36,8,60,4,97,57,0,0,2,0,0,6,0,0,2,1,0,38,3,0,91,3,"0"
12,0,32,0,7,0,0,2,3,0,0,0,17,25,67,12,1,20,0,30,1,1,5,25,5,36,6,102,49,0,0,0,0,0,3,0,0,1,0,0,25,2,0,54,1,"1"
3,0,16,0,8,0,0,2,4,0,1,1,9,18,94,18,1,8,1,16,5,3,13,32,6,48,4,96,54,0,4,0,1,1,4,0,0,1,2,3,12,7,0,114,2,"1"
2,0,17,0,11,0,0,0,4,2,2,1,13,13,83,12,3,27,2,12,6,3,9,25,11,44,1,75,49,1,4,0,1,0,7,0,0,1,3,3,20,6,0,57,3,"1"
6,0,17,0,24,3,0,1,10,1,9,0,15,23,119,15,1,15,1,25,7,8,27,46,23,84,7,115,56,0,1,1,0,0,17,0,0,1,6,2,16,10,0,100,2,"0"
6,0,19,0,17,2,0,1,0,1,4,0,18,18,75,12,1,12,2,20,6,6,15,26,16,46,3,88,50,0,6,0,0,3,8,0,0,4,1,6,15,17,0,52,1,"1"
3,0,26,0,9,1,0,3,1,0,5,0,20,11,76,12,2,14,0,14,1,3,13,30,6,46,1,95,46,0,4,0,0,0,5,0,0,0,0,4,9,3,0,66,1,"0"
7,0,24,0,9,9,0,3,2,0,5,0,16,21,89,7,2,8,1,14,5,1,13,38,6,57,12,84,51,0,4,0,0,0,5,0,0,1,3,4,21,3,0,94,0,"1"
6,0,12,0,5,1,0,2,1,2,2,0,8,8,73,15,1,26,1,23,0,3,4,18,3,37,4,72,35,2,0,0,0,0,3,0,0,0,0,0,18,1,0,38,1,"0"
9,0,22,0,13,3,0,2,5,0,5,0,16,13,83,15,2,22,1,12,3,3,12,31,11,52,6,86,40,0,2,0,0,0,7,0,0,2,0,1,21,8,0,50,2,"1"
8,0,14,0,12,4,0,0,3,0,2,0,14,9,90,20,0,16,4,5,5,1,13,24,12,54,0,66,27,0,1,0,0,1,4,0,1,1,3,1,15,2,0,57,1,"0"
5,0,23,0,15,3,0,2,2,0,4,0,11,31,84,4,1,14,4,21,8,5,13,34,13,54,6,82,38,0,5,0,0,0,9,0,1,6,2,4,11,11,0,100,0,"1"
5,0,19,0,15,2,0,2,4,2,5,1,11,24,128,8,2,15,6,19,6,8,17,38,13,69,7,88,42,0,1,3,1,1,14,0,2,4,2,1,12,16,0,78,0,"1"
2,0,10,0,11,3,0,1,6,1,4,0,11,10,72,12,0,11,1,16,1,4,19,29,10,46,4,61,34,1,0,0,0,0,11,0,0,1,0,2,18,4,0,65,1,"0"
5,0,24,0,16,0,0,1,6,0,5,0,18,15,75,16,0,11,2,12,5,4,12,27,15,44,5,79,38,0,0,0,0,0,11,0,1,3,2,0,6,7,0,53,0,"0"
7,0,13,0,5,2,0,0,1,1,2,0,10,6,117,11,2,25,1,4,3,2,11,40,5,66,3,75,30,0,2,0,1,1,4,0,0,1,2,1,16,2,0,154,3,"0"
7,0,18,0,11,0,0,1,2,2,1,1,6,14,71,15,1,20,1,13,3,1,10,27,10,55,7,61,32,0,1,1,0,2,5,0,0,3,0,5,15,6,0,74,2,"1"
6,0,15,0,12,3,0,1,5,2,2,0,11,28,88,13,0,12,5,18,2,4,9,29,11,59,2,80,45,1,1,1,0,0,9,0,0,2,1,1,17,9,0,91,2,"0"
6,0,26,0,14,2,0,3,4,0,7,0,10,13,67,21,2,15,1,13,4,1,9,26,11,45,3,80,38,0,1,1,0,0,6,0,0,4,0,3,12,5,0,42,4,"1"
2,0,25,0,10,4,0,4,3,0,4,0,12,16,106,3,3,17,1,11,2,0,5,32,6,55,4,79,38,0,1,0,0,0,5,0,0,3,0,1,6,8,0,115,1,"0"
3,0,13,0,13,2,0,0,6,1,3,0,17,9,109,16,1,37,0,9,7,4,19,46,13,77,3,91,34,0,5,0,1,0,9,0,0,2,4,5,19,9,0,127,1,"0"
4,0,12,0,6,7,0,0,3,0,2,0,6,7,78,15,2,31,2,9,3,3,8,23,6,47,2,67,35,1,2,1,0,0,5,0,0,2,1,5,9,4,0,75,1,"0"
3,0,12,0,12,1,0,2,4,2,2,0,6,13,71,10,1,8,3,20,5,4,6,29,10,51,3,64,28,0,0,0,0,2,9,0,1,2,3,5,20,4,0,85,1,"0"
9,0,14,0,9,2,0,2,0,0,2,0,14,21,60,19,2,5,1,24,2,3,3,29,7,38,7,83,44,0,3,0,0,1,5,0,0,0,2,5,24,4,0,82,3,"0"
7,16,23,5,13,4,0,1,3,0,4,0,15,26,121,12,1,22,4,18,2,5,15,41,12,69,6,90,34,0,3,0,0,0,8,31,0,2,1,3,23,4,0,133,2,"1"
6,3,11,3,10,1,0,0,1,0,3,0,12,18,119,15,1,17,3,13,2,5,13,37,10,72,5,87,46,0,5,0,0,1,7,20,0,0,2,5,21,5,0,124,2,"0"
3,0,31,0,2,2,0,0,0,0,0,0,21,11,110,12,2,10,1,10,4,1,17,39,2,55,4,92,54,0,1,2,0,0,4,8,0,1,1,1,26,3,0,150,2,"0"
4,0,36,4,8,1,0,1,4,0,2,0,17,19,75,15,0,9,3,19,3,1,5,24,7,53,4,99,52,1,0,0,0,1,6,11,1,2,0,1,27,5,0,78,2,"1"
5,0,14,3,12,4,0,1,4,0,7,0,13,26,138,11,1,8,2,17,3,4,15,44,11,79,6,71,36,0,3,0,1,1,8,15,1,2,0,4,10,5,0,87,0,"0"
5,0,18,3,8,2,0,0,4,0,3,0,16,20,72,11,1,17,1,16,5,1,4,24,8,41,5,75,37,0,1,1,0,0,4,13,0,1,3,2,21,2,0,50,3,"1"
10,0,20,3,9,0,0,2,5,0,4,0,21,19,74,14,1,23,0,11,3,0,12,33,7,50,7,77,33,0,2,0,0,0,5,16,0,2,2,1,16,2,0,69,4,"0"
11,0,12,4,11,0,0,0,4,1,2,4,15,20,99,16,0,17,2,10,4,4,7,36,11,51,7,69,30,0,5,0,0,1,4,17,1,4,0,1,26,8,0,167,4,"0"
