"id","position_cluster"
"517676","Central Forward"
"517677","Right-Sided Attacker"
"517677","Right-Sided Midfielder/Fullback"
"517678","Right-Sided Midfielder/Fullback"
"517678","Left-Sided Attacker"
"517976","Right-Sided Attacker"
"517976","Right-Sided Midfielder/Fullback"
"517987","Central Midfielder"
"517987","Left-Sided Attacker"
"51810","Central Midfielder"
"518126","Central Midfielder"
"51818","Right-Sided Attacker"
"519000","Left-Sided Attacker"
"519000","Central Midfielder"
"519658","Central Defender"
"5200","Left-Sided Attacker"
"5200","Central Midfielder"
"520272","Left-Sided Midfielder/Fullback"
"520272","Right-Sided Midfielder/Fullback"
"520632","Left-Sided Attacker"
"520632","Central Forward"
"520845","Central Defender"
"5233","Central Forward"
"5267","Central Defender"
"5272","Left-Sided Attacker"
"5272","Central Forward"
"5272","Central Midfielder"
"52888","Left-Sided Attacker"
"5306","Left-Sided Midfielder/Fullback"
"53066","Central Defender"
"53131","Central Forward"
"53293","Central Forward"
"53398","Central Midfielder"
"53398","Right-Sided Attacker"
"53501","Central Defender"
"53530","Right-Sided Midfielder/Fullback"
"53530","Central Midfielder"
"53530","Right-Sided Attacker"
"53563","Left-Sided Midfielder/Fullback"
"53642","Central Midfielder"
"53742","Central Midfielder"
"53857","Left-Sided Attacker"
"53857","Left-Sided Midfielder/Fullback"
"54038","Left-Sided Attacker"
"54038","Right-Sided Attacker"
"54272","Left-Sided Attacker"
"54272","Right-Sided Attacker"
"54525","Central Forward"
"54525","Left-Sided Attacker"
"54704","Central Forward"
"54779","Central Defender"
"54804","Right-Sided Midfielder/Fullback"
"54822","Right-Sided Attacker"
"54822","Left-Sided Midfielder/Fullback"
"54824","Right-Sided Attacker"
"54824","Left-Sided Attacker"
"55086","Central Forward"
"55091","Left-Sided Midfielder/Fullback"
"55447","Left-Sided Midfielder/Fullback"
"55703","Central Defender"
"55706","Central Midfielder"
"56060","Central Midfielder"
"56060","Right-Sided Attacker"
"56332","Central Defender"
"56332","Central Midfielder"
"56471","Central Defender"
"56475","Central Midfielder"
"56484","Central Midfielder"
"56494","Central Defender"
"56496","Central Midfielder"
"56588","Left-Sided Midfielder/Fullback"
"56615","Right-Sided Midfielder/Fullback"
"56622","Central Midfielder"
"56629","Central Midfielder"
"56634","Central Midfielder"
"56655","Central Defender"
"56684","Central Defender"
"56686","Central Defender"
"56692","Right-Sided Midfielder/Fullback"
"56692","Central Midfielder"
"56713","Left-Sided Midfielder/Fullback"
"56714","Central Midfielder"
"56714","Left-Sided Attacker"
"56735","Central Defender"
"56749","Central Defender"
"56828","Central Midfielder"
"56828","Central Defender"
"56840","Left-Sided Midfielder/Fullback"
"56840","Central Midfielder"
"56868","Central Defender"
"56870","Left-Sided Midfielder/Fullback"
"56887","Left-Sided Midfielder/Fullback"
"56887","Central Defender"
"56902","Right-Sided Attacker"
"56902","Left-Sided Attacker"
"56911","Central Midfielder"
"56911","Central Defender"
"56921","Central Defender"
"56926","Central Defender"
"56936","Central Midfielder"
"56937","Central Midfielder"
"56941","Central Forward"
"57014","Central Defender"
"57168","Central Forward"
"57340","Right-Sided Attacker"
"57486","Central Defender"
"57491","Central Midfielder"
"57496","Right-Sided Midfielder/Fullback"
"57516","Right-Sided Attacker"
"57559","Central Midfielder"
"57559","Left-Sided Midfielder/Fullback"
"57629","Central Midfielder"
"57642","Central Defender"
"57645","Left-Sided Attacker"
"57645","Central Forward"
"57648","Central Forward"
"57674","Central Forward"
"57681","Left-Sided Attacker"
"57681","Right-Sided Attacker"
"57730","Central Defender"
"57730","Left-Sided Midfielder/Fullback"
"57758","Central Midfielder"
"57902","Right-Sided Attacker"
"57902","Central Midfielder"
"57902","Left-Sided Midfielder/Fullback"
"58298","Central Midfielder"
"58308","Central Defender"
"58415","Central Forward"
"58415","Left-Sided Attacker"
"58415","Right-Sided Attacker"
"58500","Left-Sided Midfielder/Fullback"
"58657","Left-Sided Midfielder/Fullback"
"58694","Central Defender"
"58712","Central Defender"
"58712","Central Midfielder"
"5885","Central Forward"
"5885","Central Midfielder"
"5890","Central Defender"
"59077","Central Defender"
"59081","Left-Sided Midfielder/Fullback"
"59082","Right-Sided Attacker"
"59097","Central Defender"
"59097","Central Midfielder"
"59235","Central Midfielder"
"59292","Right-Sided Attacker"
"59292","Left-Sided Attacker"
"5931","Central Midfielder"
"59311","Central Forward"
"59311","Central Midfielder"
"59326","Central Midfielder"
"59336","Left-Sided Attacker"
"59348","Left-Sided Midfielder/Fullback"
"59348","Central Midfielder"
"59351","Right-Sided Attacker"
"5939","Central Forward"
"5940","Central Defender"
"59407","Right-Sided Attacker"
"59407","Central Forward"
"59409","Central Forward"
"59410","Central Defender"
"59410","Right-Sided Midfielder/Fullback"
"59411","Central Midfielder"
"59418","Central Forward"
"5942","Central Midfielder"
"5947","Central Forward"
"5947","Left-Sided Attacker"
"59499","Central Forward"
"59499","Left-Sided Attacker"
"59520","Left-Sided Midfielder/Fullback"
"5954","Central Defender"
"59574","Left-Sided Midfielder/Fullback"
"59574","Central Defender"
"59585","Central Midfielder"
"59636","Left-Sided Midfielder/Fullback"
"59636","Right-Sided Midfielder/Fullback"
"5967","Left-Sided Midfielder/Fullback"
"59709","Left-Sided Attacker"
"5976","Right-Sided Midfielder/Fullback"
"598","Central Forward"
"5987","Right-Sided Midfielder/Fullback"
"5987","Left-Sided Midfielder/Fullback"
"60172","Central Midfielder"
"6045","Left-Sided Midfielder/Fullback"
"60496","Central Midfielder"
"60627","Central Defender"
"60712","Central Forward"
"60726","Central Midfielder"
"60876","Central Midfielder"
"61202","Left-Sided Attacker"
"61203","Right-Sided Midfielder/Fullback"
"61203","Central Defender"
"61229","Left-Sided Midfielder/Fullback"
"61229","Left-Sided Attacker"
"61236","Central Defender"
"61236","Right-Sided Midfielder/Fullback"
"61237","Left-Sided Midfielder/Fullback"
"61237","Left-Sided Attacker"
"61344","Left-Sided Midfielder/Fullback"
"61375","Central Forward"
"61375","Left-Sided Attacker"
"6141","Central Midfielder"
"61438","Central Midfielder"
"61438","Central Forward"
"61439","Central Midfielder"
"61604","Central Forward"
"61751","Central Defender"
"61751","Left-Sided Midfielder/Fullback"
"62064","Central Midfielder"
"62141","Central Midfielder"
"62141","Central Forward"
"624","Central Forward"
"6240","Central Defender"
"6245","Central Defender"
"6249","Central Midfielder"
"6277","Central Forward"
"62835","Left-Sided Midfielder/Fullback"
"62894","Central Midfielder"
"62899","Central Midfielder"
"62899","Left-Sided Attacker"
"62975","Central Defender"
"63040","Central Forward"
"63040","Left-Sided Attacker"
"63056","Left-Sided Attacker"
"63056","Central Midfielder"
"63142","Central Defender"
"63340","Central Midfielder"
"63406","Central Defender"
"63406","Central Midfielder"
"63566","Central Defender"
"63627","Central Midfielder"
"63627","Right-Sided Midfielder/Fullback"
"6364","Central Midfielder"
"6364","Central Defender"
"6366","Left-Sided Midfielder/Fullback"
"6366","Central Defender"
"63690","Right-Sided Midfielder/Fullback"
"63721","Left-Sided Midfielder/Fullback"
"6377","Right-Sided Midfielder/Fullback"
"6379","Central Forward"
"6395","Central Defender"
"63971","Right-Sided Midfielder/Fullback"
"6416","Right-Sided Attacker"
"6416","Central Midfielder"
"6427","Central Defender"
"6431","Central Defender"
"6431","Left-Sided Midfielder/Fullback"
"6436","Left-Sided Midfielder/Fullback"
"6438","Central Forward"
"6438","Central Midfielder"
"6440","Central Midfielder"
"6440","Central Forward"
"6441","Central Midfielder"
"64417","Central Forward"
"6445","Central Defender"
"6451","Central Forward"
"6456","Central Defender"
"6456","Right-Sided Midfielder/Fullback"
"64646","Central Midfielder"
"64646","Left-Sided Attacker"
"64646","Right-Sided Attacker"
"64685","Central Defender"
"6471","Right-Sided Attacker"
"6475","Left-Sided Midfielder/Fullback"
"6475","Right-Sided Midfielder/Fullback"
"64962","Central Midfielder"
"6499","Central Midfielder"
"65013","Central Midfielder"
"65023","Central Defender"
"65023","Left-Sided Midfielder/Fullback"
"65027","Left-Sided Midfielder/Fullback"
"65027","Right-Sided Midfielder/Fullback"
"65035","Central Forward"
"65035","Left-Sided Attacker"
"6504","Central Midfielder"
"65056","Central Forward"
"65058","Central Forward"
"65058","Left-Sided Attacker"
"65066","Central Defender"
"6508","Left-Sided Midfielder/Fullback"
"6509","Right-Sided Attacker"
"6509","Left-Sided Attacker"
"65112","Left-Sided Attacker"
"65116","Right-Sided Midfielder/Fullback"
"65123","Central Defender"
"65236","Central Midfielder"
"65236","Right-Sided Midfielder/Fullback"
"65259","Central Midfielder"
"65259","Central Forward"
"65259","Right-Sided Attacker"
"65330","Central Forward"
"65369","Right-Sided Midfielder/Fullback"
"65378","Central Midfielder"
"6559","Central Defender"
"6559","Left-Sided Midfielder/Fullback"
"65719","Left-Sided Midfielder/Fullback"
"65719","Central Midfielder"
"65822","Central Midfielder"
"65876","Left-Sided Attacker"
"65876","Central Forward"
"65886","Right-Sided Midfielder/Fullback"
"6593","Right-Sided Midfielder/Fullback"
"65952","Central Defender"
"65962","Right-Sided Midfielder/Fullback"
"65976","Central Defender"
"65976","Central Midfielder"
"6600","Central Midfielder"
"66043","Central Forward"
"66075","Right-Sided Midfielder/Fullback"
"66127","Central Midfielder"
"66151","Central Midfielder"
"66151","Central Defender"
"66164","Central Defender"
"6617","Central Defender"
"66172","Left-Sided Midfielder/Fullback"
"66173","Right-Sided Midfielder/Fullback"
"66192","Right-Sided Midfielder/Fullback"
"66195","Central Midfielder"
"66198","Central Midfielder"
"66198","Left-Sided Attacker"
"66198","Left-Sided Midfielder/Fullback"
"66202","Left-Sided Midfielder/Fullback"
"66202","Central Midfielder"
"66202","Right-Sided Attacker"
"66209","Central Defender"
"6626","Right-Sided Attacker"
"6626","Central Forward"
"6626","Left-Sided Attacker"
"6627","Central Defender"
"6627","Left-Sided Midfielder/Fullback"
"6627","Right-Sided Midfielder/Fullback"
"66278","Central Midfielder"
"6628","Central Midfielder"
"6628","Left-Sided Attacker"
"6629","Central Midfielder"
"6632","Left-Sided Midfielder/Fullback"
"66339","Central Forward"
"66351","Central Midfielder"
"66375","Left-Sided Attacker"
"6649","Left-Sided Midfielder/Fullback"
"6649","Central Midfielder"
"6649","Right-Sided Midfielder/Fullback"
"66547","Central Midfielder"
"66553","Right-Sided Midfielder/Fullback"
"66553","Central Defender"
"66574","Central Forward"
"66583","Central Midfielder"
"66593","Central Midfielder"
"66602","Left-Sided Midfielder/Fullback"
"66612","Central Forward"
"66612","Left-Sided Attacker"
"66612","Right-Sided Attacker"
"6663","Central Midfielder"
"6663","Central Defender"
"6665","Central Forward"
"6665","Left-Sided Attacker"
"66688","Right-Sided Midfielder/Fullback"
"66728","Right-Sided Attacker"
"66728","Central Midfielder"
"66728","Left-Sided Attacker"
"66747","Central Defender"
"66747","Left-Sided Midfielder/Fullback"
"66752","Left-Sided Midfielder/Fullback"
"6692","Central Forward"
"6692","Central Midfielder"
"67086","Central Forward"
"67086","Central Midfielder"
"67106","Right-Sided Attacker"
"67106","Left-Sided Attacker"
"67108","Left-Sided Midfielder/Fullback"
"6722","Central Midfielder"
"67268","Central Midfielder"
"67268","Left-Sided Midfielder/Fullback"
"6728","Right-Sided Midfielder/Fullback"
"6728","Right-Sided Attacker"
"67427","Central Midfielder"
"67427","Left-Sided Attacker"
"67427","Right-Sided Attacker"
"6745","Central Defender"
"6745","Left-Sided Midfielder/Fullback"
"6748","Central Defender"
"6748","Left-Sided Midfielder/Fullback"
"675","Central Defender"
"6750","Central Defender"
"6755","Central Midfielder"
"6762","Right-Sided Midfielder/Fullback"
"6762","Left-Sided Midfielder/Fullback"
"6763","Central Midfielder"
"6764","Left-Sided Attacker"
"6764","Right-Sided Attacker"
"67649","Central Forward"
"67714","Central Midfielder"
"6772","Central Forward"
"67720","Central Defender"
"67730","Right-Sided Midfielder/Fullback"
"67730","Left-Sided Midfielder/Fullback"
"67733","Central Forward"
"67753","Central Midfielder"
"67837","Central Forward"
"67857","Central Midfielder"
"67857","Central Defender"
"67879","Left-Sided Midfielder/Fullback"
"6789","Central Defender"
"67909","Right-Sided Midfielder/Fullback"
"67911","Central Midfielder"
"67914","Central Midfielder"
"67946","Left-Sided Midfielder/Fullback"
"67948","Central Midfielder"
"68044","Central Forward"
"68044","Left-Sided Attacker"
"68073","Central Midfielder"
"68247","Left-Sided Attacker"
"68247","Right-Sided Attacker"
"68303","Central Defender"
"68393","Central Midfielder"
"68437","Right-Sided Midfielder/Fullback"
"6847","Central Midfielder"
"68474","Right-Sided Midfielder/Fullback"
"68491","Central Forward"
"68516","Right-Sided Midfielder/Fullback"
"6855","Right-Sided Midfielder/Fullback"
"6855","Left-Sided Midfielder/Fullback"
"68592","Central Midfielder"
"68677","Central Midfielder"
"68677","Left-Sided Attacker"
"6868","Central Midfielder"
"68693","Right-Sided Midfielder/Fullback"
"68699","Right-Sided Attacker"
"68699","Central Midfielder"
"68699","Left-Sided Attacker"
"68704","Central Midfielder"
"6872","Central Midfielder"
"6876","Central Forward"
"6876","Right-Sided Attacker"
"68827","Central Defender"
"68839","Central Forward"
"68886","Central Defender"
"68886","Left-Sided Midfielder/Fullback"
"68922","Central Defender"
"69015","Central Midfielder"
"69015","Central Defender"
"69183","Central Midfielder"
"69183","Central Forward"
"69303","Left-Sided Attacker"
"69303","Right-Sided Attacker"
"69311","Right-Sided Midfielder/Fullback"
"69360","Central Midfielder"
"69360","Left-Sided Attacker"
"69360","Right-Sided Attacker"
"69395","Central Defender"
"6948","Central Midfielder"
"6948","Left-Sided Midfielder/Fullback"
"69798","Central Forward"
"70168","Right-Sided Midfielder/Fullback"
"70170","Central Defender"
"70183","Right-Sided Midfielder/Fullback"
"70184","Central Defender"
"70185","Right-Sided Midfielder/Fullback"
"70187","Central Forward"
"70187","Central Midfielder"
"70196","Central Defender"
"70228","Central Defender"
"70228","Left-Sided Midfielder/Fullback"
"70229","Central Defender"
"70370","Central Midfielder"
"70370","Central Forward"
"70389","Right-Sided Midfielder/Fullback"
"70405","Right-Sided Attacker"
"70444","Central Midfielder"
"70444","Left-Sided Attacker"
"70453","Central Defender"
"70453","Central Midfielder"
"70497","Central Midfielder"
"70497","Central Defender"
"70534","Central Defender"
"70540","Central Midfielder"
"70601","Right-Sided Midfielder/Fullback"
"70601","Central Defender"
"70601","Left-Sided Midfielder/Fullback"
"70696","Right-Sided Midfielder/Fullback"
"70894","Right-Sided Midfielder/Fullback"
"71095","Right-Sided Midfielder/Fullback"
"71281","Left-Sided Attacker"
"71342","Central Defender"
"71552","Left-Sided Attacker"
"71807","Central Defender"
"71807","Central Midfielder"
"71824","Central Forward"
"71841","Central Forward"
