"id","position_cluster"
"308534","Central Midfielder"
"308564","Left-Sided Attacker"
"308591","Right-Sided Midfielder/Fullback"
"308591","Central Midfielder"
"308612","Central Forward"
"308612","Central Midfielder"
"308612","Left-Sided Attacker"
"308681","Right-Sided Midfielder/Fullback"
"308681","Right-Sided Attacker"
"308828","Central Defender"
"308943","Central Defender"
"309007","Left-Sided Attacker"
"309007","Right-Sided Attacker"
"309161","Central Midfielder"
"309248","Right-Sided Midfielder/Fullback"
"309248","Central Midfielder"
"309265","Central Forward"
"309299","Right-Sided Midfielder/Fullback"
"309299","Central Midfielder"
"309394","Left-Sided Attacker"
"309394","Right-Sided Attacker"
"30946","Right-Sided Midfielder/Fullback"
"309492","Central Midfielder"
"309674","Central Defender"
"309687","Central Midfielder"
"309733","Right-Sided Attacker"
"309733","Central Midfielder"
"309775","Right-Sided Attacker"
"309775","Central Midfielder"
"309775","Left-Sided Attacker"
"309793","Left-Sided Midfielder/Fullback"
"309850","Left-Sided Midfielder/Fullback"
"309850","Central Forward"
"309850","Central Midfielder"
"309885","Right-Sided Midfielder/Fullback"
"309996","Central Midfielder"
"310059","Central Midfielder"
"310071","Central Forward"
"310071","Left-Sided Attacker"
"310176","Right-Sided Attacker"
"310176","Left-Sided Attacker"
"31038","Left-Sided Midfielder/Fullback"
"310506","Central Forward"
"31062","Left-Sided Midfielder/Fullback"
"31062","Left-Sided Attacker"
"310987","Central Forward"
"311107","Central Defender"
"311197","Left-Sided Midfielder/Fullback"
"311197","Right-Sided Midfielder/Fullback"
"311300","Central Forward"
"311300","Central Midfielder"
"311496","Central Midfielder"
"311496","Central Defender"
"311730","Right-Sided Attacker"
"311730","Left-Sided Attacker"
"311745","Right-Sided Attacker"
"311877","Right-Sided Midfielder/Fullback"
"312037","Right-Sided Attacker"
"312037","Central Forward"
"312037","Left-Sided Attacker"
"312060","Central Forward"
"312180","Right-Sided Attacker"
"312600","Central Defender"
"312666","Central Midfielder"
"312666","Left-Sided Midfielder/Fullback"
"312668","Left-Sided Attacker"
"312668","Central Midfielder"
"312668","Left-Sided Midfielder/Fullback"
"312873","Central Forward"
"312876","Central Forward"
"312906","Central Midfielder"
"312909","Right-Sided Midfielder/Fullback"
"313327","Left-Sided Midfielder/Fullback"
"313470","Right-Sided Attacker"
"313790","Left-Sided Attacker"
"313905","Left-Sided Attacker"
"314031","Left-Sided Midfielder/Fullback"
"314055","Central Forward"
"314059","Central Forward"
"314063","Central Defender"
"314067","Right-Sided Midfielder/Fullback"
"314069","Central Midfielder"
"314070","Central Midfielder"
"314072","Right-Sided Attacker"
"314072","Central Forward"
"314072","Left-Sided Attacker"
"314076","Left-Sided Attacker"
"314076","Right-Sided Midfielder/Fullback"
"314078","Left-Sided Attacker"
"314078","Right-Sided Attacker"
"314097","Left-Sided Midfielder/Fullback"
"314097","Central Midfielder"
"31412","Central Midfielder"
"314135","Left-Sided Midfielder/Fullback"
"314135","Central Midfielder"
"314135","Left-Sided Attacker"
"314172","Central Defender"
"314172","Left-Sided Midfielder/Fullback"
"314175","Right-Sided Midfielder/Fullback"
"314175","Central Defender"
"314177","Central Midfielder"
"314186","Right-Sided Attacker"
"314186","Central Midfielder"
"314227","Central Defender"
"314248","Right-Sided Midfielder/Fullback"
"314248","Central Defender"
"314248","Left-Sided Midfielder/Fullback"
"314249","Right-Sided Midfielder/Fullback"
"314249","Left-Sided Attacker"
"314252","Right-Sided Midfielder/Fullback"
"314252","Left-Sided Midfielder/Fullback"
"314271","Central Midfielder"
"314272","Central Defender"
"314274","Central Midfielder"
"314277","Central Forward"
"314374","Right-Sided Midfielder/Fullback"
"314374","Left-Sided Midfielder/Fullback"
"314376","Central Midfielder"
"314384","Central Defender"
"314389","Right-Sided Midfielder/Fullback"
"314389","Left-Sided Attacker"
"31441","Central Defender"
"314464","Left-Sided Midfielder/Fullback"
"314468","Central Forward"
"314577","Central Midfielder"
"314651","Right-Sided Midfielder/Fullback"
"314651","Right-Sided Attacker"
"314654","Central Defender"
"314968","Central Forward"
"314968","Left-Sided Attacker"
"314968","Right-Sided Attacker"
"31546","Right-Sided Midfielder/Fullback"
"315725","Left-Sided Midfielder/Fullback"
"315725","Central Defender"
"315769","Right-Sided Midfielder/Fullback"
"315809","Left-Sided Midfielder/Fullback"
"315810","Left-Sided Midfielder/Fullback"
"315814","Central Midfielder"
"315815","Right-Sided Attacker"
"315815","Central Midfielder"
"315815","Left-Sided Attacker"
"315817","Central Midfielder"
"315817","Central Forward"
"315817","Left-Sided Attacker"
"315821","Central Forward"
"315849","Left-Sided Midfielder/Fullback"
"315849","Central Midfielder"
"316056","Right-Sided Midfielder/Fullback"
"316056","Central Defender"
"316059","Right-Sided Attacker"
"316059","Central Defender"
"316060","Right-Sided Midfielder/Fullback"
"316061","Central Midfielder"
"316062","Right-Sided Attacker"
"316062","Left-Sided Attacker"
"316064","Central Forward"
"316065","Central Forward"
"316427","Central Defender"
"316427","Left-Sided Midfielder/Fullback"
"316463","Left-Sided Midfielder/Fullback"
"316476","Central Forward"
"316486","Central Midfielder"
"316486","Central Defender"
"316540","Left-Sided Midfielder/Fullback"
"316540","Central Defender"
"316541","Central Defender"
"316544","Central Defender"
"316546","Central Midfielder"
"316548","Central Midfielder"
"316551","Central Midfielder"
"316552","Left-Sided Attacker"
"316552","Right-Sided Attacker"
"316590","Right-Sided Midfielder/Fullback"
"316714","Central Defender"
"316756","Right-Sided Midfielder/Fullback"
"316758","Central Defender"
"316761","Left-Sided Attacker"
"316762","Left-Sided Midfielder/Fullback"
"316762","Central Midfielder"
"316765","Left-Sided Midfielder/Fullback"
"316765","Central Midfielder"
"316769","Central Midfielder"
"317019","Left-Sided Midfielder/Fullback"
"317193","Central Midfielder"
"317194","Right-Sided Attacker"
"317194","Left-Sided Attacker"
"317200","Left-Sided Attacker"
"317301","Central Defender"
"317301","Left-Sided Midfielder/Fullback"
"317328","Right-Sided Attacker"
"317328","Central Forward"
"317328","Left-Sided Attacker"
"317405","Left-Sided Attacker"
"317405","Left-Sided Midfielder/Fullback"
"317518","Central Midfielder"
"317603","Central Defender"
"317693","Right-Sided Midfielder/Fullback"
"317693","Right-Sided Attacker"
"317694","Right-Sided Midfielder/Fullback"
"317694","Central Midfielder"
"317825","Right-Sided Attacker"
"317825","Left-Sided Attacker"
"317825","Right-Sided Midfielder/Fullback"
"318015","Left-Sided Midfielder/Fullback"
"318015","Central Midfielder"
"318311","Right-Sided Midfielder/Fullback"
"318311","Right-Sided Attacker"
"318330","Central Midfielder"
"318331","Left-Sided Midfielder/Fullback"
"318333","Central Defender"
"318340","Left-Sided Attacker"
"318340","Central Forward"
"318343","Central Midfielder"
"318343","Left-Sided Attacker"
"318344","Right-Sided Midfielder/Fullback"
"318420","Right-Sided Midfielder/Fullback"
"318435","Left-Sided Midfielder/Fullback"
"318741","Central Defender"
"318743","Right-Sided Attacker"
"318743","Central Midfielder"
"318743","Left-Sided Attacker"
"319022","Central Forward"
"319027","Central Midfielder"
"319030","Central Forward"
"319054","Central Midfielder"
"319054","Left-Sided Midfielder/Fullback"
"319054","Right-Sided Midfielder/Fullback"
"319057","Central Midfielder"
"319126","Right-Sided Attacker"
"319126","Central Forward"
"319126","Left-Sided Attacker"
"319262","Left-Sided Midfielder/Fullback"
"319285","Central Defender"
"319288","Left-Sided Midfielder/Fullback"
"319294","Central Forward"
"319296","Central Defender"
"319296","Central Midfielder"
"319301","Central Midfielder"
"319301","Left-Sided Midfielder/Fullback"
"319301","Right-Sided Midfielder/Fullback"
"319305","Left-Sided Attacker"
"319305","Central Forward"
"319308","Central Forward"
"319308","Left-Sided Attacker"
"319309","Central Forward"
"319309","Left-Sided Attacker"
"319334","Right-Sided Midfielder/Fullback"
"319385","Central Midfielder"
"319385","Central Defender"
"319385","Right-Sided Midfielder/Fullback"
"319392","Left-Sided Midfielder/Fullback"
"319397","Central Forward"
"319397","Central Midfielder"
"319397","Left-Sided Attacker"
"319399","Right-Sided Attacker"
"319403","Left-Sided Attacker"
"319431","Central Forward"
"319431","Central Midfielder"
"319431","Left-Sided Attacker"
"319454","Central Midfielder"
"319495","Central Defender"
"319503","Right-Sided Attacker"
"319503","Left-Sided Attacker"
"319658","Central Forward"
"319661","Central Forward"
"319808","Right-Sided Midfielder/Fullback"
"319808","Central Midfielder"
"319817","Central Midfielder"
"319819","Right-Sided Midfielder/Fullback"
"319819","Central Forward"
"319819","Central Midfielder"
"319820","Central Midfielder"
"319822","Central Forward"
"319822","Left-Sided Midfielder/Fullback"
"319824","Central Defender"
"319824","Right-Sided Midfielder/Fullback"
"319825","Central Forward"
"319923","Central Midfielder"
"320032","Left-Sided Attacker"
"320036","Right-Sided Attacker"
"320036","Central Midfielder"
"320069","Central Defender"
"320098","Central Forward"
"320098","Left-Sided Attacker"
"320172","Left-Sided Midfielder/Fullback"
"320173","Central Midfielder"
"320174","Central Midfielder"
"320174","Central Forward"
"320406","Central Midfielder"
"320438","Central Midfielder"
"320493","Central Forward"
"320549","Central Defender"
"320617","Left-Sided Midfielder/Fullback"
"320916","Central Defender"
"320967","Central Midfielder"
"320968","Central Defender"
"321005","Central Midfielder"
"321005","Left-Sided Attacker"
"321118","Central Defender"
"321118","Left-Sided Midfielder/Fullback"
"321404","Central Midfielder"
"32151","Central Midfielder"
"321599","Central Midfielder"
"321781","Central Forward"
"32183","Central Defender"
"321958","Central Defender"
"322038","Right-Sided Midfielder/Fullback"
"322043","Left-Sided Midfielder/Fullback"
"322043","Central Defender"
"322043","Right-Sided Midfielder/Fullback"
"322107","Central Midfielder"
"322326","Central Defender"
"322328","Central Midfielder"
"322329","Central Defender"
"322329","Central Midfielder"
"32247","Central Midfielder"
"322523","Central Midfielder"
"322638","Central Defender"
"32302","Central Midfielder"
"32302","Central Defender"
"323076","Central Midfielder"
"323143","Central Forward"
"323150","Central Defender"
"323151","Central Defender"
"323161","Left-Sided Attacker"
"323161","Central Midfielder"
"323192","Central Midfielder"
"323222","Central Defender"
"323282","Left-Sided Midfielder/Fullback"
"323282","Central Midfielder"
"323285","Central Midfielder"
"323466","Central Defender"
"323466","Left-Sided Midfielder/Fullback"
"3237","Central Midfielder"
"323864","Central Midfielder"
"324158","Central Defender"
"32444","Right-Sided Midfielder/Fullback"
"324562","Central Defender"
"324562","Central Midfielder"
"324724","Left-Sided Midfielder/Fullback"
"324724","Central Midfielder"
"324928","Central Midfielder"
"324928","Left-Sided Midfielder/Fullback"
"325136","Right-Sided Midfielder/Fullback"
"325136","Central Defender"
"325391","Left-Sided Attacker"
"325391","Central Midfielder"
"325391","Right-Sided Attacker"
"325410","Left-Sided Attacker"
"325410","Central Forward"
"32561","Right-Sided Attacker"
"32561","Central Midfielder"
"32561","Left-Sided Attacker"
"325639","Central Defender"
"325822","Central Midfielder"
"325822","Left-Sided Midfielder/Fullback"
"325844","Right-Sided Attacker"
"325844","Central Midfielder"
"3261","Central Midfielder"
"326138","Central Midfielder"
"326338","Central Defender"
"326401","Left-Sided Attacker"
"326401","Central Forward"
"326401","Right-Sided Attacker"
"326660","Central Forward"
"327006","Central Midfielder"
"327238","Central Forward"
"327531","Right-Sided Attacker"
"327531","Left-Sided Attacker"
"327543","Central Forward"
"327543","Left-Sided Attacker"
"32758","Left-Sided Midfielder/Fullback"
"32767","Central Midfielder"
"327700","Central Defender"
"327720","Central Forward"
"327720","Left-Sided Attacker"
"327720","Right-Sided Attacker"
"327882","Left-Sided Midfielder/Fullback"
"327921","Central Defender"
"327921","Right-Sided Midfielder/Fullback"
"328055","Central Forward"
"328107","Right-Sided Attacker"
"328107","Central Forward"
"328341","Right-Sided Attacker"
"328532","Left-Sided Midfielder/Fullback"
"32886","Central Forward"
"32913","Right-Sided Attacker"
"329180","Left-Sided Midfielder/Fullback"
"329201","Left-Sided Midfielder/Fullback"
"329224","Central Defender"
"329224","Central Midfielder"
"329233","Left-Sided Midfielder/Fullback"
"329233","Left-Sided Attacker"
"329416","Central Midfielder"
"32947","Right-Sided Midfielder/Fullback"
"329654","Central Midfielder"
"329724","Left-Sided Attacker"
"329777","Central Defender"
"329804","Left-Sided Attacker"
"329804","Central Midfielder"
"329824","Central Defender"
"329824","Left-Sided Midfielder/Fullback"
"329955","Central Defender"
"330044","Central Forward"
"330044","Central Midfielder"
"330044","Left-Sided Attacker"
"330044","Right-Sided Attacker"
"33010","Central Defender"
"330112","Right-Sided Attacker"
"330112","Left-Sided Attacker"
"330147","Left-Sided Midfielder/Fullback"
"330345","Central Midfielder"
"330351","Right-Sided Attacker"
"330351","Left-Sided Attacker"
"330526","Right-Sided Midfielder/Fullback"
"33068","Central Midfielder"
"330729","Right-Sided Midfielder/Fullback"
"330788","Central Defender"
"33080","Central Midfielder"
"33080","Left-Sided Attacker"
"331028","Left-Sided Attacker"
"331090","Central Defender"
"331368","Left-Sided Midfielder/Fullback"
"331393","Central Forward"
"331417","Left-Sided Attacker"
"331417","Left-Sided Midfielder/Fullback"
"331457","Central Midfielder"
"331457","Right-Sided Midfielder/Fullback"
"331550","Central Midfielder"
"331827","Left-Sided Attacker"
"331827","Central Midfielder"
"331831","Central Defender"
"331836","Central Defender"
"33200","Central Forward"
"332082","Central Midfielder"
"332082","Left-Sided Attacker"
"332099","Central Defender"
"332217","Right-Sided Midfielder/Fullback"
"332217","Left-Sided Midfielder/Fullback"
"332598","Central Defender"
"332688","Central Forward"
"332791","Central Midfielder"
"333172","Central Forward"
"333374","Central Defender"
"333374","Right-Sided Midfielder/Fullback"
"333409","Central Midfielder"
"333825","Right-Sided Midfielder/Fullback"
"333825","Central Defender"
"333826","Central Midfielder"
"333892","Left-Sided Attacker"
"333892","Right-Sided Attacker"
"334280","Central Forward"
"334286","Central Forward"
"334286","Left-Sided Attacker"
"334286","Right-Sided Attacker"
"334289","Central Midfielder"
"334388","Central Forward"
"334388","Left-Sided Attacker"
"334472","Left-Sided Attacker"
"334472","Right-Sided Attacker"
"334524","Right-Sided Midfielder/Fullback"
"334526","Left-Sided Midfielder/Fullback"
"334526","Central Midfielder"
"334533","Central Forward"
"334533","Central Midfielder"
"334539","Central Midfielder"
"334699","Central Defender"
"334699","Central Midfielder"
"334699","Left-Sided Midfielder/Fullback"
"334703","Right-Sided Midfielder/Fullback"
"334703","Central Midfielder"
"334704","Central Midfielder"
"334704","Left-Sided Midfielder/Fullback"
"334731","Central Forward"
"334832","Central Midfielder"
"334850","Central Defender"
"334850","Right-Sided Midfielder/Fullback"
"334852","Central Defender"
"334859","Central Midfielder"
"335079","Central Forward"
"335079","Left-Sided Attacker"
"335080","Right-Sided Attacker"
"335080","Central Midfielder"
"335081","Right-Sided Midfielder/Fullback"
"335081","Left-Sided Attacker"
"335081","Right-Sided Attacker"
"335082","Central Forward"
"335174","Central Defender"
"335174","Left-Sided Midfielder/Fullback"
"335187","Central Defender"
"335188","Central Defender"
"335188","Left-Sided Midfielder/Fullback"
"335223","Central Forward"
"335223","Central Midfielder"
"335225","Left-Sided Midfielder/Fullback"
"335225","Central Midfielder"
"335233","Central Midfielder"
"335234","Right-Sided Attacker"
"335234","Left-Sided Attacker"
"335235","Right-Sided Attacker"
"335237","Left-Sided Midfielder/Fullback"
"335268","Right-Sided Attacker"
"335268","Central Midfielder"
"335277","Central Midfielder"
"335291","Central Defender"
"335336","Left-Sided Attacker"
"335337","Left-Sided Midfielder/Fullback"
"335337","Right-Sided Attacker"
"335361","Central Midfielder"
"335401","Right-Sided Midfielder/Fullback"
"335586","Central Forward"
"335690","Central Defender"
"335727","Right-Sided Midfielder/Fullback"
"335755","Left-Sided Midfielder/Fullback"
"335818","Left-Sided Attacker"
"335818","Right-Sided Attacker"
"335832","Central Defender"
"336067","Central Defender"
"336163","Central Forward"
"336163","Central Midfielder"
"336163","Left-Sided Attacker"
"336287","Central Defender"
"336292","Central Forward"
"336315","Right-Sided Attacker"
"336315","Central Midfielder"
"336319","Right-Sided Attacker"
"336319","Left-Sided Attacker"
"336380","Central Midfielder"
"336410","Central Midfielder"
"336599","Central Defender"
"336599","Left-Sided Midfielder/Fullback"
"336601","Central Defender"
"33676","Central Defender"
"336811","Right-Sided Midfielder/Fullback"
"336837","Central Forward"
"336837","Left-Sided Attacker"
"336837","Right-Sided Attacker"
"336865","Central Midfielder"
"337005","Left-Sided Midfielder/Fullback"
"337051","Central Midfielder"
"337057","Right-Sided Attacker"
"337057","Left-Sided Attacker"
"337099","Central Defender"
"337255","Left-Sided Midfielder/Fullback"
"337255","Left-Sided Attacker"
"337259","Right-Sided Midfielder/Fullback"
"337259","Central Midfielder"
"337321","Central Defender"
"337325","Central Defender"
"337595","Central Midfielder"
"337595","Central Defender"
"337605","Central Midfielder"
"337799","Right-Sided Attacker"
"337807","Left-Sided Attacker"
"337807","Central Forward"
"337807","Right-Sided Attacker"
"337845","Central Forward"
"337845","Left-Sided Attacker"
"338171","Left-Sided Midfielder/Fullback"
"338203","Central Forward"
"338243","Central Forward"
"338263","Central Midfielder"
"338303","Central Forward"
"338655","Right-Sided Attacker"
"338665","Central Defender"
"338693","Right-Sided Attacker"
"338693","Left-Sided Attacker"
"33894","Central Midfielder"
"339117","Central Defender"
"339117","Central Midfielder"
"339309","Left-Sided Attacker"
"339309","Right-Sided Attacker"
"339503","Left-Sided Attacker"
"339503","Central Forward"
"339651","Left-Sided Attacker"
"339651","Central Midfielder"
"339651","Left-Sided Midfielder/Fullback"
"339727","Left-Sided Midfielder/Fullback"
"340407","Central Forward"
"340411","Right-Sided Midfielder/Fullback"
"340411","Central Midfielder"
"340509","Central Midfielder"
"340509","Left-Sided Midfielder/Fullback"
"340513","Central Defender"
"340693","Central Forward"
"340721","Right-Sided Midfielder/Fullback"
"340721","Central Midfielder"
"340837","Right-Sided Attacker"
"340837","Right-Sided Midfielder/Fullback"
"341639","Central Midfielder"
"341639","Left-Sided Midfielder/Fullback"
"341699","Right-Sided Attacker"
"341699","Central Forward"
"341699","Left-Sided Attacker"
"341751","Left-Sided Midfielder/Fullback"
"342145","Central Defender"
"342265","Central Defender"
"342297","Central Defender"
"342717","Central Forward"
"342889","Left-Sided Midfielder/Fullback"
"343389","Central Midfielder"
"343439","Right-Sided Midfielder/Fullback"
"343439","Left-Sided Midfielder/Fullback"
"343479","Central Midfielder"
"343829","Central Forward"
"344865","Right-Sided Attacker"
"344865","Left-Sided Attacker"
"344951","Central Defender"
"344959","Central Forward"
"344959","Right-Sided Attacker"
"345105","Central Defender"
"345339","Left-Sided Midfielder/Fullback"
"345341","Right-Sided Midfielder/Fullback"
"345341","Right-Sided Attacker"
"345401","Central Forward"
"345509","Left-Sided Midfielder/Fullback"
"345509","Central Defender"
"345545","Right-Sided Midfielder/Fullback"
"345545","Central Midfielder"
"345545","Left-Sided Midfielder/Fullback"
"347111","Central Midfielder"
"347631","Central Defender"
"347771","Right-Sided Midfielder/Fullback"
"347779","Right-Sided Midfielder/Fullback"
"347779","Right-Sided Attacker"
"347787","Left-Sided Attacker"
"347913","Central Forward"
"348147","Central Forward"
"348153","Central Midfielder"
"348155","Central Forward"
"348155","Central Midfielder"
"348167","Central Midfielder"
"34824","Right-Sided Midfielder/Fullback"
"348241","Central Forward"
"348241","Central Midfielder"
"34825","Central Midfielder"
"34836","Central Midfielder"
"348375","Central Midfielder"
"348389","Left-Sided Midfielder/Fullback"
"348389","Central Defender"
"348621","Right-Sided Midfielder/Fullback"
"348621","Right-Sided Attacker"
"348627","Central Midfielder"
"348795","Right-Sided Attacker"
"348795","Right-Sided Midfielder/Fullback"
"34885","Right-Sided Midfielder/Fullback"
"34885","Left-Sided Midfielder/Fullback"
"348907","Central Forward"
"348907","Central Midfielder"
"348923","Right-Sided Midfielder/Fullback"
"348923","Right-Sided Attacker"
"348957","Right-Sided Attacker"
"348969","Central Forward"
"348969","Central Midfielder"
"348969","Left-Sided Attacker"
"349011","Central Forward"
"349011","Central Midfielder"
"349043","Central Defender"
"349127","Left-Sided Midfielder/Fullback"
"34920","Central Defender"
"34920","Right-Sided Midfielder/Fullback"
"349405","Right-Sided Attacker"
"349405","Central Midfielder"
"349405","Left-Sided Attacker"
"349407","Central Forward"
"349409","Central Forward"
"349501","Right-Sided Midfielder/Fullback"
"349501","Right-Sided Attacker"
"349513","Central Forward"
"349513","Left-Sided Attacker"
"349525","Right-Sided Attacker"
"349525","Left-Sided Attacker"
"34963","Right-Sided Midfielder/Fullback"
"349767","Central Forward"
"349767","Central Midfielder"
"349781","Left-Sided Midfielder/Fullback"
"349829","Central Defender"
"349829","Central Midfielder"
"349837","Right-Sided Attacker"
"349917","Central Defender"
"350115","Central Midfielder"
"350115","Central Defender"
"350117","Left-Sided Attacker"
"350117","Left-Sided Midfielder/Fullback"
"350125","Central Forward"
"350161","Central Defender"
"350211","Right-Sided Midfielder/Fullback"
"350213","Left-Sided Midfielder/Fullback"
"350253","Right-Sided Attacker"
"350253","Right-Sided Midfielder/Fullback"
"350257","Central Forward"
"350257","Central Midfielder"
"350271","Central Defender"
"350281","Central Defender"
"350335","Central Defender"
"350391","Right-Sided Midfielder/Fullback"
"350393","Central Midfielder"
"350393","Right-Sided Midfielder/Fullback"
"350403","Right-Sided Midfielder/Fullback"
"350403","Left-Sided Midfielder/Fullback"
"350413","Left-Sided Midfielder/Fullback"
"350413","Central Defender"
"350843","Central Defender"
"350865","Left-Sided Midfielder/Fullback"
"350865","Central Defender"
"350865","Central Midfielder"
"350953","Right-Sided Midfielder/Fullback"
"350977","Central Defender"
"350979","Right-Sided Midfielder/Fullback"
"350985","Right-Sided Midfielder/Fullback"
"350985","Central Midfielder"
"35124","Central Defender"
"351581","Left-Sided Midfielder/Fullback"
"351589","Central Midfielder"
"351589","Central Forward"
"351589","Left-Sided Attacker"
"351697","Central Midfielder"
"351713","Left-Sided Attacker"
"351713","Central Forward"
"351713","Central Midfielder"
"351845","Right-Sided Midfielder/Fullback"
"351845","Central Defender"
"351849","Right-Sided Midfielder/Fullback"
"351883","Central Defender"
"351905","Central Midfielder"
"351907","Central Midfielder"
"351911","Central Forward"
"351911","Central Midfielder"
"351915","Right-Sided Midfielder/Fullback"
"351915","Left-Sided Midfielder/Fullback"
"351915","Right-Sided Attacker"
"352039","Left-Sided Midfielder/Fullback"
"352039","Central Midfielder"
"352097","Left-Sided Attacker"
"352103","Left-Sided Attacker"
"352103","Left-Sided Midfielder/Fullback"
"352105","Central Forward"
"352105","Left-Sided Attacker"
"352105","Right-Sided Attacker"
"35211","Left-Sided Midfielder/Fullback"
"35211","Central Defender"
"352113","Central Midfielder"
"352113","Right-Sided Attacker"
"352157","Left-Sided Attacker"
"352215","Central Midfielder"
"352391","Central Midfielder"
"352391","Central Defender"
"352413","Right-Sided Attacker"
"352413","Left-Sided Attacker"
"352419","Central Defender"
"352429","Right-Sided Midfielder/Fullback"
"352481","Central Forward"
"352533","Central Midfielder"
"352559","Central Midfielder"
"352645","Central Defender"
"352645","Central Midfielder"
"352681","Central Forward"
"352681","Right-Sided Attacker"
"352761","Central Midfielder"
"352847","Central Midfielder"
"352849","Central Forward"
"352873","Central Midfielder"
"352877","Central Defender"
"352877","Central Midfielder"
"352877","Left-Sided Attacker"
"35304","Central Midfielder"
"353075","Central Midfielder"
"353075","Central Defender"
"353087","Central Defender"
"353089","Central Defender"
"353247","Left-Sided Attacker"
"353265","Left-Sided Midfielder/Fullback"
"353265","Right-Sided Midfielder/Fullback"
"353273","Central Defender"
"354185","Central Defender"
"354213","Right-Sided Attacker"
"354213","Left-Sided Attacker"
"354443","Right-Sided Midfielder/Fullback"
"354443","Left-Sided Attacker"
"354443","Right-Sided Attacker"
"354449","Left-Sided Midfielder/Fullback"
"354453","Central Forward"
"354683","Central Forward"
"354711","Left-Sided Attacker"
"354711","Right-Sided Attacker"
"354735","Central Defender"
"35476","Left-Sided Attacker"
"35476","Central Midfielder"
"355023","Left-Sided Midfielder/Fullback"
"355093","Central Defender"
"355099","Central Midfielder"
"355127","Left-Sided Midfielder/Fullback"
"355393","Central Defender"
"355445","Right-Sided Midfielder/Fullback"
"355663","Central Forward"
"35577","Left-Sided Midfielder/Fullback"
"355865","Central Midfielder"
"35588","Central Forward"
"35588","Central Midfielder"
"355903","Left-Sided Midfielder/Fullback"
"35597","Central Defender"
"35610","Central Forward"
"356229","Central Defender"
"356355","Left-Sided Attacker"
"356379","Central Defender"
"356457","Central Midfielder"
"356457","Left-Sided Attacker"
"356457","Right-Sided Attacker"
"356459","Central Forward"
"35652","Central Forward"
"35654","Central Forward"
"356559","Left-Sided Attacker"
"356559","Right-Sided Attacker"
"35673","Right-Sided Midfielder/Fullback"
"35673","Central Midfielder"
"356779","Left-Sided Midfielder/Fullback"
"356783","Central Defender"
"356783","Right-Sided Midfielder/Fullback"
"35679","Right-Sided Attacker"
"35679","Central Forward"
"35679","Central Midfielder"
"35715","Central Defender"
"35715","Central Midfielder"
"357193","Central Midfielder"
"357407","Right-Sided Midfielder/Fullback"
"357629","Central Midfielder"
"357629","Left-Sided Attacker"
"35764","Central Forward"
"35764","Left-Sided Attacker"
"357679","Right-Sided Attacker"
"357679","Central Midfielder"
"357679","Left-Sided Attacker"
"357681","Central Defender"
"35789","Central Midfielder"
"35794","Left-Sided Midfielder/Fullback"
"357969","Central Forward"
"35797","Central Forward"
"358023","Central Defender"
"358023","Central Midfielder"
"35814","Right-Sided Attacker"
"358275","Central Midfielder"
"358723","Central Midfielder"
"358723","Left-Sided Midfielder/Fullback"
"358761","Left-Sided Midfielder/Fullback"
"358761","Right-Sided Midfielder/Fullback"
"359525","Central Midfielder"
"359933","Right-Sided Midfielder/Fullback"
"359933","Central Defender"
"359933","Left-Sided Midfielder/Fullback"
"360031","Central Defender"
"360133","Left-Sided Attacker"
"360133","Central Midfielder"
"360133","Right-Sided Attacker"
"360139","Right-Sided Attacker"
"360139","Central Forward"
"360199","Central Midfielder"
"360219","Central Defender"
"360231","Central Forward"
"360423","Central Defender"
"360545","Right-Sided Attacker"
"360885","Central Defender"
"361105","Central Midfielder"
"361115","Left-Sided Attacker"
"361115","Central Midfielder"
"361269","Central Forward"
"361337","Right-Sided Attacker"
"361337","Central Midfielder"
"361689","Central Midfielder"
"361689","Left-Sided Attacker"
"362179","Central Forward"
"362179","Central Midfielder"
"362631","Left-Sided Midfielder/Fullback"
"362643","Central Defender"
"362691","Right-Sided Attacker"
"362691","Left-Sided Attacker"
"362707","Left-Sided Attacker"
"362707","Central Forward"
"362707","Right-Sided Attacker"
"363033","Central Midfielder"
"363147","Left-Sided Attacker"
"363147","Right-Sided Attacker"
"363159","Right-Sided Attacker"
"363159","Central Forward"
"363337","Right-Sided Midfielder/Fullback"
"363337","Central Defender"
"363393","Central Defender"
"363393","Central Midfielder"
"363409","Central Defender"
"363437","Left-Sided Attacker"
"363725","Right-Sided Midfielder/Fullback"
"363725","Central Midfielder"
"364","Central Defender"
"364997","Central Midfielder"
"365003","Left-Sided Midfielder/Fullback"
"365343","Left-Sided Midfielder/Fullback"
"36578","Left-Sided Midfielder/Fullback"
"36591","Central Forward"
"36596","Right-Sided Midfielder/Fullback"
"36596","Left-Sided Midfielder/Fullback"
"36608","Central Defender"
"366177","Central Forward"
"366417","Central Defender"
"36643","Central Defender"
"366493","Central Midfielder"
"366505","Left-Sided Midfielder/Fullback"
"366509","Central Defender"
"366715","Central Forward"
"366717","Right-Sided Midfielder/Fullback"
"36675","Central Midfielder"
"36683","Right-Sided Midfielder/Fullback"
"36683","Central Midfielder"
"366951","Central Midfielder"
"367081","Central Forward"
"367121","Central Midfielder"
"36733","Central Defender"
"367531","Left-Sided Midfielder/Fullback"
"36775","Central Forward"
"36776","Central Midfielder"
"36846","Central Defender"
"36847","Central Midfielder"
"36851","Central Midfielder"
"36873","Right-Sided Attacker"
"36873","Left-Sided Attacker"
